ID nr.,smolt,sjø,totalt,gytarar,vill/oppdrett
Otra_Høstfiske_2016_010,3,2,5,,Vill
Otra_Høstfiske_2016_011,,,,,Vill
Otra_Høstfiske_2016_012,3,2,5,,Vill
Otra_Høstfiske_2016_013,3,,,,Vill
Otra_Høstfiske_2016_014,,6,,Flergongsgyter,Vill
Otra_Høstfiske_2016_015,3,2,5,,Vill
Otra_Høstfiske_2016_016,3,2,5,,Vill
Otra_Høstfiske_2016_017,4,2,6,,Vill
Otra_Høstfiske_2016_018,3,2,5,,Vill
Otra_Høstfiske_2016_019,,,,,Vill
Otra_Høstfiske_2016_020,2,1,3,,Vill
Otra_Høstfiske_2016_021,3,2,5,,Vill
Otra_Høstfiske_2016_022,2,2,4,,Vill
Otra_Høstfiske_2016_023,2,1,3,,Vill
Otra_Høstfiske_2016_024,2,2,4,,Vill
Otra_Høstfiske_2016_025,3,2,5,,Vill
Otra_Høstfiske_2016_026,3,2,5,,Vill
Otra_Høstfiske_2016_027,3,2,5,3-1-g,Vill
Otra_Høstfiske_2016_028,4,2,6,,Vill
Otra_Høstfiske_2016_029,3,2,5,,Vill
Otra_Høstfiske_2016_030,2,1,3,,Vill
Otra_Høstfiske_2016_031,,1,,,Vill
Otra_Høstfiske_2016_032,3,2,5,,Vill
Otra_Høstfiske_2016_033,,3,,?-2-g,Vill
Otra_Høstfiske_2016_034,3,3,6,,Vill
Otra_Høstfiske_2016_035,3,2,5,,Vill
Otra_Høstfiske_2016_036,4,1,5,,Vill
Otra_Høstfiske_2016_037,2,1,3,,Vill
Otra_Høstfiske_2016_038,,1,,,Vill
Otra_Høstfiske_2016_039,2,1,3,,Vill
Otra_Høstfiske_2016_040,,3,,,Vill
Otra_Høstfiske_2016_041,2,2,4,,Vill
Otra_Høstfiske_2016_042,2,2,4,,Vill
Otra_Høstfiske_2016_043,,2,,,Vill
Otra_Høstfiske_2016_044,2,2,4,,Vill
Otra_Høstfiske_2016_045,3,2,5,,Vill
Otra_Høstfiske_2016_046,3,2,5,,Vill
Otra_Høstfiske_2016_047,2,4,6,,Vill
Otra_Høstfiske_2016_048,4,5,9,4-3-g-1,Vill
Otra_Høstfiske_2016_049,,2,,,Vill
Ogna_Høstfiske_2016_001,2,2,4,,Vill
Ogna_Høstfiske_2016_002,,1,,,Vill
Ogna_Høstfiske_2016_003,,,,,Vill
Ogna_Høstfiske_2016_004,2,2,4,,Vill
Ogna_Høstfiske_2016_005,2,1,3,,Vill
Ogna_Høstfiske_2016_006,4,2,6,,Vill
Ogna_Høstfiske_2016_007,2,2,4,,Vill
Ogna_Høstfiske_2016_008,,1,,,Vill
Ogna_Høstfiske_2016_009,2,1,3,,Vill
Ogna_Høstfiske_2016_010,2,3,5,,Vill
Ogna_Høstfiske_2016_011,3,2,5,,Vill
Ogna_Høstfiske_2016_012,,2,,,Vill
Nidelva_Høstfiske_2016_001,2,2,4,,Vill
Nidelva_Høstfiske_2016_002,4,1,5,,Vill
Nidelva_Høstfiske_2016_003,,2,,,Vill
Nidelva_Høstfiske_2016_004,,2,,,Vill
Nidelva_Høstfiske_2016_005,3,1,4,,Vill
Nidelva_Høstfiske_2016_006,3,2,5,,Vill
Nidelva_Høstfiske_2016_007,3,1,4,,Vill
Nidelva_Høstfiske_2016_008,3,2,5,,Vill
Nidelva_Høstfiske_2016_009,3,1,4,,Vill
Nidelva_Høstfiske_2016_010,3,2,5,,Vill
Nidelva_Høstfiske_2016_011,3,2,5,,Vill
Nidelva_Høstfiske_2016_012,3,3,6,,Vill
Nidelva_Høstfiske_2016_013,2,2,4,,Vill
Nidelva_Høstfiske_2016_014,3,2,5,,Vill
Nidelva_Høstfiske_2016_015,,1,,,Vill
Nidelva_Høstfiske_2016_016,3,3,6,,Vill
Nidelva_Høstfiske_2016_017,3,2,5,,Vill
Nidelva_Høstfiske_2016_018,,,,,Vill
Nidelva_Høstfiske_2016_019,2,2,4,,Vill
Nidelva_Høstfiske_2016_020,2,1,3,,Vill
Nidelva_Høstfiske_2016_021,2,2,4,,Vill
Nidelva_Høstfiske_2016_022,3,2,5,,Vill
Nidelva_Høstfiske_2016_023,3,2,5,,Vill
Nidelva_Høstfiske_2016_024,3,2,5,,Vill
Nidelva_Høstfiske_2016_025,2,2,4,,Vill
Nidelva_Høstfiske_2016_026,3,2,5,,Vill
Nidelva_Høstfiske_2016_027,2,2,4,,Vill
Nidelva_Høstfiske_2016_028,4,3,7,,Vill
Nidelva_Høstfiske_2016_029,3,2,5,,Vill
Nidelva_Høstfiske_2016_030,,3,,,Vill
Nidelva_Høstfiske_2016_031,3,2,5,,Vill
Nidelva_Høstfiske_2016_032,3,2,5,,Vill
Nidelva_Høstfiske_2016_033,3,4,7,,Vill
Nidelva_Høstfiske_2016_034,2,1,3,,Vill
Mandalselva_Høstfiske_2016_001,4,2,6,,
Mandalselva_Høstfiske_2016_002,,,0,,Vill
Mandalselva_Høstfiske_2016_003,2,3,5,?-2-g,Vill
Mandalselva_Høstfiske_2016_004,,2,,,Vill
Mandalselva_Høstfiske_2016_006,3,2,5,,Vill
Mandalselva_Høstfiske_2016_007,,3,,,Vill
Mandalselva_Høstfiske_2016_008,3,1,4,,Vill
Mandalselva_Høstfiske_2016_009,3,,,,Vill
Mandalselva_Høstfiske_2016_010,,1,,,Vill
Mandalselva_Høstfiske_2016_011,,,,,Vill
Mandalselva_Høstfiske_2016_012,4,2,6,,Vill
Mandalselva_Høstfiske_2016_013,3,2,5,,Vill
Mandalselva_Høstfiske_2016_014,2,2,4,,Vill
Mandalselva_Høstfiske_2016_015,3,2,5,,Vill
Mandalselva_Høstfiske_2016_016,3,2,5,,Vill
Mandalselva_Høstfiske_2016_017,4,2,6,,Vill
Mandalselva_Høstfiske_2016_018,,2,,,
Mandalselva_Høstfiske_2016_019,3,2,,,Vill
Mandalselva_Høstfiske_2016_020,3,2,5,,
Mandalselva_Høstfiske_2016_021,3,3,6,3-2-g,
Mandalselva_Høstfiske_2016_022,3,2,5,,
Mandalselva_Høstfiske_2016_023,,2,,,Vill
Mandalselva_Høstfiske_2016_024,3,4,7,3-2-g-1,Vill
Mandalselva_Høstfiske_2016_025,3,3,6,,Vill
Mandalselva_Høstfiske_2016_026,2,2,4,,
Mandalselva_Høstfiske_2016_027,3,2,5,,
Mandalselva_Høstfiske_2016_028,,3,,,
Mandalselva_Høstfiske_2016_029,2,3,5,,Vill
Mandalselva_Høstfiske_2016_030,3,2,5,,
Mandalselva_Høstfiske_2016_031,3,2,5,,
Mandalselva_Høstfiske_2016_032,3,2,5,,
Mandalselva_Høstfiske_2016_033,3,2,5,,
Mandalselva_Høstfiske_2016_034,,,,,
Mandalselva_Høstfiske_2016_035,2,2,4,,
Mandalselva_Høstfiske_2016_036,,,,,
Mandalselva_Høstfiske_2016_037,3,1,4,,
Mandalselva_Høstfiske_2016_038,,3,,?-2-g,
Mandalselva_Høstfiske_2016_039,,,,,
Mandalselva_Høstfiske_2016_040,,,,,
Mandalselva_Høstfiske_2016_041,3,2,5,,
Mandalselva_Høstfiske_2016_042,3,2,5,,
Mandalselva_Høstfiske_2016_043,3,2,5,,
Mandalselva_Høstfiske_2016_044,3,2,5,,
Mandalselva_Høstfiske_2016_045,,,,,
Mandalselva_Høstfiske_2016_048,2,2,4,,
Mandalselva_Høstfiske_2016_050,2,6,8,,Sjøørret
Mandalselva_Høstfiske_2016_051,3,2,5,,Vill
Mandalselva_Høstfiske_2016_052,,1,,,Vill
Mandalselva_Høstfiske_2016_053,3,1,4,,
Mandalselva_Høstfiske_2016_054,3,3,6,,Vill
Mandalselva_Høstfiske_2016_055,,4,,,
Mandalselva_Høstfiske_2016_056,,,,,
Mandalselva_Høstfiske_2016_057,3,2,5,,
Mandalselva_Høstfiske_2016_058,2,2,4,,
Mandalselva_Høstfiske_2016_059,,,,,Vill
Mandalselva_Høstfiske_2016_060,2,1,3,,
Mandalselva_Høstfiske_2016_061,,,,,
Mandalselva_Høstfiske_2016_062,,2,,,
Mandalselva_Høstfiske_2016_063,2,1,3,,
Mandalselva_Høstfiske_2016_064,3,3,6,,
Mandalselva_Høstfiske_2016_065,3,1,4,,
Mandalselva_Høstfiske_2016_066,4,2,6,,
Mandalselva_Høstfiske_2016_067,3,1,4,,
Mandalselva_Høstfiske_2016_068,2,2,4,,
Mandalselva_Høstfiske_2016_069,3,2,5,,
Mandalselva_Høstfiske_2016_070,,,,,
Mandalselva_Høstfiske_2016_071,,,,,Vill
Mandalselva_Høstfiske_2016_072,3,2,5,,
Mandalselva_Høstfiske_2016_073,,1,,,Vill
Mandalselva_Høstfiske_2016_074,3,1,4,,Vill
Mandalselva_Høstfiske_2016_075,,2,,,Vill
Mandalselva_Høstfiske_2016_076,,2,,,
Mandalselva_Høstfiske_2016_077,2,2,4,,
Mandalselva_Høstfiske_2016_078,3,2,5,,
Mandalselva_Høstfiske_2016_079,3,2,5,,
Mandalselva_Høstfiske_2016_080,3,2,5,,
Mandalselva_Høstfiske_2016_081,3,2,5,,
Mandalselva_Høstfiske_2016_082,2,2,4,,
Mandalselva_Høstfiske_2016_083,3,3,6,,
Mandalselva_Høstfiske_2016_084,3,1,4,,
Mandalselva_Høstfiske_2016_085,,2,,,
Mandalselva_Høstfiske_2016_086,3,2,5,,
Mandalselva_Høstfiske_2016_087,3,2,5,,
Mandalselva_Høstfiske_2016_088,3,1,4,,
Mandalselva_Høstfiske_2016_089,,,,,
Mandalselva_Høstfiske_2016_090,3,2,5,,
Mandalselva_Høstfiske_2016_091,4,4,8,4-2-g-g,
Mandalselva_Høstfiske_2016_092,4,2,6,,
Mandalselva_Høstfiske_2016_093,3,2,5,,Vill
Mandalselva_Høstfiske_2016_094,,2,,,Vill
Mandalselva_Høstfiske_2016_095,,2,,,
Mandalselva_Høstfiske_2016_096,3,2,5,,
Mandalselva_Høstfiske_2016_097,3,2,5,,
Mandalselva_Høstfiske_2016_098,2,2,4,,
Laggo_høstfiske_001,,,,,Vill
Laggo_høstfiske_002,3,1,4,,Vill
Laggo_høstfiske_003,4,1,5,,Vill
Laggo_høstfiske_004,4,2,6,,Vill
Laggo_høstfiske_005,4,1,5,,Vill
Laggo_høstfiske_006,3,1,4,,Vill
Laggo_høstfiske_007,4,3,7,,Vill
Laggo_høstfiske_008,4,1,5,,Vill
Laggo_høstfiske_009,4,1,5,,Vill
Laggo_høstfiske_010,4,1,5,,Vill
Laggo_høstfiske_011,,,,,Vill
Laggo_høstfiske_012,,1,,,Vill
Laggo_høstfiske_013,4,2,6,,Vill
Laggo_høstfiske_014,4,1,5,,Vill
Laggo_høstfiske_015,4,2,6,,Vill
Laggo_høstfiske_016,4,1,5,,Vill
Laggo_høstfiske_017,,3,,,Vill
Laggo_høstfiske_018,3,1,4,,Vill
Laggo_høstfiske_019,,1,,,Vill
Laggo_høstfiske_020,4,1,5,,Vill
Laggo_høstfiske_021,4,1,5,,Vill
Laggo_høstfiske_022,4,2,6,,Vill
Laggo_høstfiske_023,4,3,7,,Vill
Laggo_høstfiske_024,4,1,5,,Vill
Laggo_høstfiske_025,4,2,6,,Vill
Laggo_høstfiske_026,4,2,6,,Vill
Laggo_høstfiske_027,5,3,8,,Vill
Laggo_høstfiske_028,,1,,,Vill
Laggo_høstfiske_029,,1,,,Vill
Laggo_høstfiske_030,3,2,5,,Vill
Laggo_høstfiske_031,,,,,Oppdrett
Laggo_høstfiske_032,4,1,5,,Vill
Laggo_høstfiske_033,,3,,,Vill
Laggo_høstfiske_034,4,3,7,,Vill
Laggo_høstfiske_035,,2,,,Vill
Laggo_høstfiske_036,4,1,5,,Vill
Laggo_høstfiske_037,4,1,5,,Vill
Laggo_høstfiske_038,4,1,5,,Vill
Laggo_høstfiske_039,3,1,4,,Vill
Laggo_høstfiske_040,4,1,5,,Vill
Laggo_høstfiske_041,,2,,,Vill
Lakselva_høstfiske_2016_001,4,3,7,,.
Lakselva_høstfiske_2016_002,,3,,,.
Lakselva_høstfiske_2016_003,3,3,6,,.
Lakselva_høstfiske_2016_004,3,1,4,,.
Lakselva_høstfiske_2016_005,,4,,,.
Lakselva_høstfiske_2016_006,3,3,6,,.
Lakselva_høstfiske_2016_007,3,3,6,,.
Lakselva_høstfiske_2016_008,4,3,7,,.
Lakselva_høstfiske_2016_009,3,1,4,,.
Lakselva_høstfiske_2016_010,,2,,,.
Lakselva_høstfiske_2016_011,3,2,5,,.
Lakselva_høstfiske_2016_012,3,2,5,,.
Lakselva_høstfiske_2016_013,3,3,6,,.
Lakselva_høstfiske_2016_014,3,1,4,,.
Lakselva_høstfiske_2016_015,3,3,6,,.
Lakselva_høstfiske_2016_016,,2,,,.
Lakselva_høstfiske_2016_017,3,3,6,,.
Lakselva_høstfiske_2016_018,,3,,,.
Lakselva_høstfiske_2016_019,3,1,4,,.
Lakselva_høstfiske_2016_020,4,3,7,,.
Lakselva_høstfiske_2016_021,3,3,6,,.
Lakselva_høstfiske_2016_022,,2,,,.
Lakselva_høstfiske_2016_023,,,,,.
Lakselva_høstfiske_2016_024,3,1,4,,.
Lakselva_høstfiske_2016_025,3,1,4,,.
Lakselva_høstfiske_2016_026,3,1,4,,.
Lakselva_høstfiske_2016_027,,1,,,.
Lakselva_høstfiske_2016_028,3,3,6,,.
Lakselva_høstfiske_2016_029,3,2,5,,.
Lakselva_høstfiske_2016_030,3,1,4,,.
Lakselva_høstfiske_2016_031,4,3,7,,.
Lakselva_høstfiske_2016_032,3,5,8,3-3-g-1,.
Lakselva_høstfiske_2016_033,3,3,6,,.
Lakselva_høstfiske_2016_034,3,3,6,,.
Lakselva_høstfiske_2016_035,2,1,3,,.
Lakselva_høstfiske_2016_036,4,1,5,,vill
Lakselva_høstfiske_2016_037,4,6,10,4-4-g-1,vill
Lakselva_høstfiske_2016_038,,,,,vill
Lakselva_høstfiske_2016_039,3,3,6,,vill
Lakselva_høstfiske_2016_040,3,3,6,,vill
Lakselva_høstfiske_2016_041,3,2,5,,vill
Lakselva_høstfiske_2016_042,,2,,,vill
Lakselva_høstfiske_2016_043,3,3,6,,vill
Lakselva_høstfiske_2016_044,3,2,5,,vill
Lakselva_høstfiske_2016_045,3,6,9,3-4-g-1,
Lakselva_høstfiske_2016_047,3,1,4,,
Lakselva_høstfiske_2016_049,,1,,,
Lakselva_høstfiske_2016_050,3,2,5,,vill
Frafjordelva_Høstfiske_2016_001,,,,,Vill
Frafjordelva_Høstfiske_2016_002,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_003,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_004,,,,,Vill
Frafjordelva_Høstfiske_2016_005,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_006,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_007,2,1,3,,Vill
Frafjordelva_Høstfiske_2016_008,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_009,2,,,,Vill
Frafjordelva_Høstfiske_2016_010,2,,,,Vill
Frafjordelva_Høstfiske_2016_011,3,,,,Vill
Frafjordelva_Høstfiske_2016_012,,,,,Vill
Frafjordelva_Høstfiske_2016_013,2,3,5,,Vill
Frafjordelva_Høstfiske_2016_014,3,2,5,,Vill
Frafjordelva_Høstfiske_2016_015,3,1,4,,Vill
Frafjordelva_Høstfiske_2016_016,3,3,6,,Vill
Frafjordelva_Høstfiske_2016_017,3,2,5,,Vill
Frafjordelva_Høstfiske_2016_018,2,1,3,,Vill
Frafjordelva_Høstfiske_2016_019,2,3,5,,Vill
Frafjordelva_Høstfiske_2016_020,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_021,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_022,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_023,2,2,4,,Vill
Frafjordelva_Høstfiske_2016_024,2,3,5,,Vill
Frafjordelva_Høstfiske_2016_025,3,2,5,,Vill
Frafjordelva_Høstfiske_2016_026,3,2,5,,Vill
Frafjordelva_Høstfiske_2016_027,3,1,4,,Vill
Frafjordelva_Høstfiske_2016_028,,1,,,Vill
Frafjordelva_Høstfiske_2016_029,3,2,5,,Vill
Frafjordelva_Høstfiske_2016_030,3,,,,Vill
Frafjordelva_Høstfiske_2016_031,,,,,Vill
Frafjordelva_Høstfiske_2016_032,2,1,3,,Vill
Frafjordelva_Høstfiske_2016_033,2,1,3,,Vill
Frafjordelva_Høstfiske_2016_034,3,2,5,,Vill
Figgjo_Høstfiske_2016_001,3,1,4,,Vill
Figgjo_Høstfiske_2016_002,,2,,,Vill
Figgjo_Høstfiske_2016_003,2,2,4,,Vill
Figgjo_Høstfiske_2016_004,,1,1,,Vill
Figgjo_Høstfiske_2016_005,,2,,,Vill
Figgjo_Høstfiske_2016_006,,2,,,Vill
Figgjo_Høstfiske_2016_007,,2,,,Vill
Figgjo_Høstfiske_2016_008,2,2,4,,Vill
Figgjo_Høstfiske_2016_009,2,2,4,,Vill
Figgjo_Høstfiske_2016_010,5,2,7,,Vill
Figgjo_Høstfiske_2016_011,3,2,5,,Vill
Figgjo_Høstfiske_2016_012,2,3,5,,Vill
Figgjo_Høstfiske_2016_013,3,3,6,,Vill
Figgjo_Høstfiske_2016_014,3,2,5,,Vill
Figgjo_Høstfiske_2016_015,3,1,4,,Vill
Figgjo_Høstfiske_2016_016,,2,,,Vill
Dalselva_Høstfiske_2016_001,3,1,4,,Vill
Dalselva_Høstfiske_2016_002,2,1,3,,Vill
Dalselva_Høstfiske_2016_003,2,2,4,,Vill
Dalselva_Høstfiske_2016_004,2,1,3,,Vill
Dalselva_Høstfiske_2016_005,2,2,4,,Vill
Dalselva_Høstfiske_2016_006,2,,,,Vill
Dalselva_Høstfiske_2016_007,2,,,,Vill
Dalselva_Høstfiske_2016_008,2,2,4,,Vill
Dalselva_Høstfiske_2016_009,2,2,4,,Vill
Dalselva_Høstfiske_2016_010,2,2,4,,Vill
Dalselva_Høstfiske_2016_011,2,1,3,,Vill
Dalselva_Høstfiske_2016_012,2,2,4,,Vill
Dalselva_Høstfiske_2016_013,2,1,3,,Vill
Dalselva_Høstfiske_2016_014,2,,,,Vill
Dalselva_Høstfiske_2016_015,,1,,,Vill
Dalselva_Høstfiske_2016_016,2,1,3,,Vill
Dalselva_Høstfiske_2016_017,2,1,3,,Vill
Dalselva_Høstfiske_2016_018,2,1,3,,Vill
Dalselva_Høstfiske_2016_019,2,2,4,,Vill
Dalselva_Høstfiske_2016_020,,3,,,Vill
Dalselva_Høstfiske_2016_021,3,2,5,,Vill
Dalselva_Høstfiske_2016_022,2,2,4,,Vill
Dalselva_Høstfiske_2016_023,3,2,5,,Vill
Dalselva_Høstfiske_2016_024,2,2,4,,Vill
Dalselva_Høstfiske_2016_025,,1,,,Vill
Dalselva_Høstfiske_2016_026,,2,,,Vill
Dalselva_Høstfiske_2016_027,2,2,4,,Vill
Dalselva_Høstfiske_2016_028,,3,,,Vill
Dalselva_Høstfiske_2016_029,,2,,,Vill
Dalselva_Høstfiske_2016_030,,2,2,,Oppdrett
Dalselva_Høstfiske_2016_031,,3,,,Vill
Dalselva_Høstfiske_2016_032,2,1,3,,Vill
Dalselva_Høstfiske_2016_033,,,,,Vill
Dalselva_Høstfiske_2016_034,2,1,3,,Vill
Dalselva_Høstfiske_2016_035,,1,,,Vill
Dalselva_Høstfiske_2016_036,,1,,,Vill
Dalselva_Høstfiske_2016_037,3,1,4,,Vill
Dalselva_Høstfiske_2016_038,2,1,3,,Vill
Dalselva_Høstfiske_2016_039,2,2,4,,Vill
Dalselva_Høstfiske_2016_040,,2,,,Vill
Dalselva_Høstfiske_2016_041,,1,,,Vill
Dalselva_Høstfiske_2016_042,2,,,,Vill
Dalselva_Høstfiske_2016_043,3,1,4,,Vill
Dalselva_Høstfiske_2016_044,2,2,4,,Vill
Dalselva_Høstfiske_2016_045,2,,,,Vill
Dalselva_Høstfiske_2016_046,2,1,3,,Vill
Dalselva_Høstfiske_2016_047,,,,,Vill
Dalselva_Høstfiske_2016_048,2,2,,,Vill
Dalselva_Høstfiske_2016_049,2,1,3,,Vill
Dalselva_Høstfiske_2016_050,2,1,3,,Vill
Dalselva_Høstfiske_2016_051,3,1,4,,Vill
Dalselva_Høstfiske_2016_052,2,2,4,,Vill
Dalselva_Høstfiske_2016_053,3,1,4,,Vill
Dalselva_Høstfiske_2016_054,,2,,,Vill
Dalselva_Høstfiske_2016_055,3,2,5,,Vill
Dalselva_Høstfiske_2016_056,,,,,Vill
Dalselva_Høstfiske_2016_057,3,2,5,,Vill
Dalselva_Høstfiske_2016_058,2,,,,Vill
Dalselva_Høstfiske_2016_059,2,1,3,,Vill
Dalselva_Høstfiske_2016_060,2,1,3,,Vill
Dalselva_Høstfiske_2016_061,2,1,3,,Vill
Dalselva_Høstfiske_2016_062,2,2,4,,Vill
Dalselva_Høstfiske_2016_063,3,2,5,,Vill
Dalselva_Høstfiske_2016_064,3,2,5,,Vill
Dalselva_Høstfiske_2016_065,,1,,,Vill
Dalselva_Høstfiske_2016_066,2,1,3,,Vill
Dalselva_Høstfiske_2016_067,2,2,4,,Vill
Dalselva_Høstfiske_2016_068,2,2,4,,Vill
Dalselva_Høstfiske_2016_069,3,1,4,,Vill
Dalselva_Høstfiske_2016_070,2,2,4,,Vill
Daleelva i S ogFj_Høstfiske_2016_001,4,1,5,,Vill
Daleelva i S ogFj_Høstfiske_2016_002,3,1,4,,Vill
Daleelva i S ogFj_Høstfiske_2016_003,,,,,Vill
Daleelva i S ogFj_Høstfiske_2016_004,,3,,,Vill
Daleelva i S ogFj_Høstfiske_2016_005,,,,,Vill
Daleelva i S ogFj_Høstfiske_2016_006,,2,,,Vill
Daleelva i S ogFj_Høstfiske_2016_007,3,2,5,,Vill
Daleelva i S ogFj_Høstfiske_2016_008,,,0,,Oppdrett
Daleelva i S ogFj_Høstfiske_2016_009,,,0,,Oppdrett
Daleelva i S ogFj_Høstfiske_2016_010,,,0,,Oppdrett
Daleelva i S ogFj_Høstfiske_2016_011,,,0,,Oppdrett
Daleelva i S ogFj_Høstfiske_2016_012,,,0,,Oppdrett
Daleelva i S ogFj_Høstfiske_2016_013,,,0,,Oppdrett
Daleelv i Ho_Sportsfiske_2016_FF-klypte004,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte013,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte016,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte018,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte022,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte030,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte038,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte039,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte057,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte062,1,3,4,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte069,1,1,1,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte070,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte072,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte076,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte077,1,3,4,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte085,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte092,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte094,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte105,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte120,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte124,1,,1,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte127,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte135,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte147,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte150,1,3,4,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte151,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte165,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte166,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte168,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte171,1,2,3,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte172,1,1,2,,Utsatt
Daleelv i Ho_Sportsfiske_2016_FF-klypte175,1,1,2,,Utsatt
