ID nr.,smolt,sjø,totalt,gytarar,vill/oppdrett
Audna2016-194,,2,,,Vill
Audna2016-195,,1,,,Vill
Audna2016-196,3,1,4,,Vill
Audna2016-197,3,1,4,,Vill
Audna2016-198,3,1,4,,Vill
Audna2016-199,2,1,3,,Vill
Lygna2016-001,,2,,,Vill
Lygna2016-002,3,1,4,,Vill
Lygna2016-003,2,2,4,,.
Lygna2016-004,2,2,4,,Vill
Lygna2016-005,2,2,4,,.
Lygna2016-006,2,2,4,,.
Lygna2016-007,,1,,,Vill
Lygna2016-008,,2,,,Vill
Lygna2016-009,3,1,4,,.
Lygna2016-010,2,2,4,,Vill
Lygna2016-011,,2,,,.
Lygna2016-012,,1,,,.
Lygna2016-013,,2,,,Vill
Lygna2016-014,,1,,,.
Lygna2016-015,3,2,5,,.
Lygna2016-016,,1,,,.
Lygna2016-017,2,4,6,2-2-g-1+,.
Lygna2016-018,2,1,3,,.
Lygna2016-019,2,1,3,,.
Lygna2016-020,,2,,,.
Lygna2016-021,2,1,3,,.
Lygna2016-022,3,1,4,,Vill
Lygna2016-023,,1,,,.
Lygna2016-024,,2,,,.
Lygna2016-025,2,2,4,,.
Lygna2016-026,,2,,?-1-g-0+,.
Lygna2016-027,,2,,,Vill
Lygna2016-028,,2,,,Vill
Lygna2016-029,,2,,,.
Lygna2016-030,2,2,4,,.
Lygna2016-031,3,2,5,,Vill
Lygna2016-032,3,2,5,,Vill
Lygna2016-033,,1,,,.
Lygna2016-034,2,2,4,,.
Lygna2016-035,,1,,,Vill
Lygna2016-036,2,1,3,,.
Lygna2016-037,3,1,4,,.
Lygna2016-038,2,2,4,,Vill
Lygna2016-039,,0,,,Vill
Lygna2016-040,2,2,4,,Vill
Lygna2016-041,2,1,3,,.
Lygna2016-042,,2,,,.
Lygna2016-043,,1,,,.
Lygna2016-044,,1,,,.
Lygna2016-045,3,2,5,,.
Lygna2016-046,,2,,,.
Lygna2016-047,,2,,,Vill
Lygna2016-048,,4,,,Vill
Lygna2016-049,2,1,3,,Vill
Lygna2016-050,2,1,3,,.
Lygna2016-051,3,1,4,,.
Lygna2016-052,,1,,,.
Lygna2016-053,2,2,4,,.
Lygna2016-054,2,5,7,2-2-g-2+,Vill
Lygna2016-055,,3,,,.
Lygna2016-056,2,1,3,,Vill
Lygna2016-057,3,2,5,,.
Lygna2016-058,3,1,4,,.
Lygna2016-059,2,3,5,,Vill
Lygna2016-060,,5,,,.
Lygna2016-061,2,2,4,,.
Lygna2016-062,,2,,,.
Lygna2016-063,,1,,,.
Lygna2016-064,,3,,,.
Bjerkreim2016-001,2,3,5,,Vill
Bjerkreim2016-002,2,2,4,,Vill
Bjerkreim2016-003,2,2,4,,Vill
Bjerkreim2016-004,,2,,,.
Bjerkreim2016-005,2,2,4,,Vill
Bjerkreim2016-006,2,2,4,,Vill
Bjerkreim2016-007,2,2,4,,Vill
Bjerkreim2016-008,,4,,?-2-g-1+,Vill
Bjerkreim2016-009,2,3,5,,.
Bjerkreim2016-010,2,2,4,,Vill
Bjerkreim2016-011,3,2,5,,Vill
Bjerkreim2016-012,,2,,,Vill
Bjerkreim2016-013,,2,,,Vill
Bjerkreim2016-014,,2,,,Vill
Bjerkreim2016-015,2,4,6,2-2-g-1+,Vill
Bjerkreim2016-016,3,3,6,,Vill
Bjerkreim2016-017,,1,,,Vill
Bjerkreim2016-018,3,1,4,,Vill
Bjerkreim2016-019,2,2,4,,Vill
Bjerkreim2016-020,,2,,,Vill
Bjerkreim2016-021,2,1,3,,Vill
Bjerkreim2016-022,2,2,4,,.
Bjerkreim2016-023,3,2,5,,Vill
Bjerkreim2016-024,,1,,,Vill
Bjerkreim2016-025,2,1,3,,Vill
Bjerkreim2016-026,3,1,4,,Vill
Bjerkreim2016-027,,1,,,Vill
Bjerkreim2016-028,3,1,4,,Vill
Bjerkreim2016-029,,1,,,Vill
Bjerkreim2016-030,2,2,4,,Vill
Bjerkreim2016-031,3,1,4,,Vill
Bjerkreim2016-032,,2,,,Vill
Bjerkreim2016-033,,1,,,Vill
Bjerkreim2016-034,,1,,,Vill
Bjerkreim2016-035,2,2,4,,Vill
Bjerkreim2016-036,,2,,,Vill
Bjerkreim2016-037,,3,,,Vill
Bjerkreim2016-038,3,2,5,,Vill
Bjerkreim2016-039,,1,,,Vill
Bjerkreim2016-040,,1,,,Vill
Bjerkreim2016-041,,1,,,Vill
Bjerkreim2016-042,2,1,3,,Vill
Bjerkreim2016-043,2,1,3,,Vill
Bjerkreim2016-044,,1,,,Vill
Bjerkreim2016-045,2,1,3,,Vill
Bjerkreim2016-046,,1,,,
Bjerkreim2016-047,2,2,4,,
Bjerkreim2016-048,,2,,,Vill
Bjerkreim2016-049,,1,,,Vill
Bjerkreim2016-050,,2,,,Vill
Bjerkreim2016-051,2,2,4,,Vill
Bjerkreim2016-052,3,2,5,,Vill
Bjerkreim2016-053,3,2,5,,Vill
Bjerkreim2016-054,,2,,,Vill
Bjerkreim2016-055,3,3,6,,Vill
Bjerkreim2016-056,2,1,3,,Vill
Bjerkreim2016-057,,1,,,Vill
Bjerkreim2016-058,,1,,,Vill
Bjerkreim2016-059,2,1,3,,Vill
Bjerkreim2016-060,3,1,4,,Vill
Bjerkreim2016-061,3,1,4,,
Bjerkreim2016-062,2,3,5,,
Bjerkreim2016-063,2,1,3,,
Bjerkreim2016-064,3,1,4,,
Bjerkreim2016-065,2,1,3,,Vill
Bjerkreim2016-066,2,2,4,,
Bjerkreim2016-067,,1,,,Vill
Bjerkreim2016-068,3,1,4,,Vill
Bjerkreim2016-069,2,2,4,,Vill
Bjerkreim2016-070,3,1,4,,Vill
Bjerkreim2016-071,3,1,4,,Vill
Bjerkreim2016-072,,2,,,Vill
Bjerkreim2016-073,2,1,3,,Vill
Bjerkreim2016-074,3,2,5,,Vill
Bjerkreim2016-075,3,2,5,,Vill
Bjerkreim2016-076,2,2,4,,Vill
Bjerkreim2016-077,2,2,4,,Vill
Bjerkreim2016-078,2,1,3,,.
Bjerkreim2016-079,2,1,3,,.
Bjerkreim2016-080,2,3,5,,Vill
Bjerkreim2016-081,2,1,3,,Vill
Bjerkreim2016-082,2,2,4,,
Bjerkreim2016-083,,2,,,Vill
Bjerkreim2016-084,3,1,4,,Vill
Bjerkreim2016-085,,1,,,Vill
Bjerkreim2016-086,3,1,4,,Vill
Bjerkreim2016-087,3,1,4,,
Bjerkreim2016-088,2,2,4,,Vill
Bjerkreim2016-089,,1,,,Vill
Bjerkreim2016-090,2,2,4,,Vill
Bjerkreim2016-091,,2,,,Vill
Bjerkreim2016-092,2,1,3,,Vill
Bjerkreim2016-093,,2,,,
Bjerkreim2016-094,,2,,,
Bjerkreim2016-095,2,3,5,2-1-g-1+,
Bjerkreim2016-096,,1,,,Vill
Bjerkreim2016-097,2,2,4,,Vill
Bjerkreim2016-098,3,1,4,,Vill
Bjerkreim2016-099,,1,,,Vill
Bjerkreim2016-100,,1,,,Vill
Bjerkreim2016-101,3,1,4,,Vill
Bjerkreim2016-102,2,1,3,,Vill
Bjerkreim2016-103,,3,,,Vill
Bjerkreim2016-104,2,2,4,,Vill
Bjerkreim2016-105,2,2,4,,
Bjerkreim2016-106,2,1,3,,Vill
Bjerkreim2016-107,,1,,,
Bjerkreim2016-108,2,3,5,,
Bjerkreim2016-109,,3,,,Vill
Bjerkreim2016-110,,1/2,,,Oppdrett
Bjerkreim2016-111,2,2,4,,
Bjerkreim2016-112,,2,,?-1-g-0+,
Bjerkreim2016-113,2,4,6,2-2-g-1+,
Bjerkreim2016-114,2,1,3,,
Bjerkreim2016-115,,2,,,
Bjerkreim2016-116,,2,,,
Bjerkreim2016-117,2,2,4,,
Bjerkreim2016-118,,2,,,
Bjerkreim2016-119,,1,,,
Bjerkreim2016-120,,1,,,
Bjerkreim2016-121,,1,,,
Bjerkreim2016-122,,1,,,Vill
Bjerkreim2016-123,2,2,4,,Vill
Bjerkreim2016-124,,2,,,Vill
Bjerkreim2016-125,,1,,,Vill
Bjerkreim2016-126,,1,,,Vill
Bjerkreim2016-127,2,1,3,,
Bjerkreim2016-128,,2,,,Vill
Bjerkreim2016-129,,2,,,Vill
Bjerkreim2016-130,,1,,,
Bjerkreim2016-131,,5,,Ja,
Bjerkreim2016-132,,1,,,
Bjerkreim2016-133,3,1,4,,
Bjerkreim2016-134,3,1,4,,
Bjerkreim2016-135,3,1,4,,
Bjerkreim2016-136,2,1,3,,Vill
Bjerkreim2016-137,,1,,,Vill
Bjerkreim2016-138,,2,,,Vill
Bjerkreim2016-139,,1,,,
Bjerkreim2016-140,,4,,,
Bjerkreim2016-141,2,2,4,,
Bjerkreim2016-142,2,2,4,,Vill
Bjerkreim2016-143,2,2,4,,Vill
Bjerkreim2016-144,3,1,4,,
Bjerkreim2016-145,,1,,,Vill
Bjerkreim2016-146,,1,,,Vill
Bjerkreim2016-147,,1,,,Vill
Bjerkreim2016-148,,2,,,Vill
Bjerkreim2016-149,2,1,3,,Vill
Bjerkreim2016-150,,1,,,Vill
Bjerkreim2016-151,2,2,4,,Vill
Bjerkreim2016-152,2,1,3,,Vill
Bjerkreim2016-153,,1,,,Vill
Bjerkreim2016-154,,1,,,Vill
Bjerkreim2016-155,,1,,,
Bjerkreim2016-156,2,1,3,,Vill
Bjerkreim2016-157,,1,,,Vill
Bjerkreim2016-158,,2,,,Vill
Bjerkreim2016-159,2,2,4,2-1-g-0+,
Bjerkreim2016-160,3,1,4,,
Bjerkreim2016-161,2,2,4,,
Bjerkreim2016-162,,1,,,
Bjerkreim2016-163,3,1,4,,
Bjerkreim2016-164,,1,,,
Bjerkreim2016-165,3,2,5,,Vill
Bjerkreim2016-166,,1,,,Vill
Bjerkreim2016-167,,2,,,Vill
Bjerkreim2016-168,,1,,,Vill
Bjerkreim2016-169,,1,,,
Bjerkreim2016-170,2,1,3,,
Bjerkreim2016-171,2,1,3,,
Bjerkreim2016-172,2,1,3,,
Bjerkreim2016-173,,1,,,
Bjerkreim2016-174,2,1,3,,Vill
Bjerkreim2016-175,2,2,4,,Oppdrett
Bjerkreim2016-176,,2,,?-1-g-0+,
Bjerkreim2016-177,2,2,4,,
Bjerkreim2016-178,,1,,,Vill
Bjerkreim2016-179,2,2,4,,Vill
Bjerkreim2016-180,2,2,4,,Vill
Bjerkreim2016-181,2,1,3,,Vill
Bjerkreim2016-182,2,1,3,,Vill
Bjerkreim2016-183,3,2,5,,Vill
Bjerkreim2016-184,,7,,,
Bjerkreim2016-185,2,1,3,,Vill
Bjerkreim2016-186,,2,,,Vill
Bjerkreim2016-187,2,1,3,,Vill
Bjerkreim2016-188,2,2,4,,Vill
Bjerkreim2016-189,2,2,4,,Vill
Bjerkreim2016-190,2,1,3,,Vill
Bjerkreim2016-191,,2,,,Vill
Bjerkreim2016-192,,1,,,Vill
Bjerkreim2016-193,3,2,5,,Vill
Bjerkreim2016-194,,4,,?-2-g-1+,Vill
Bjerkreim2016-195,2,2,4,,Vill
Bjerkreim2016-196,3,2,5,,Vill
Bjerkreim2016-197,,2,,,Vill
Bjerkreim2016-198,3,2,5,,Vill
Bjerkreim2016-199,2,1,3,,
Bjerkreim2016-200,,1,,,
Bjerkreim2016-201,2,2,4,,Vill
Bjerkreim2016-202,2,1,3,,Vill
Bjerkreim2016-203,,2,,,
Bjerkreim2016-204,3,2,5,,Vill
Bjerkreim2016-205,,1,,,
Bjerkreim2016-206,,2,,,Vill
Bjerkreim2016-207,,1,,,
Bjerkreim2016-208,2,1,3,,Vill
Bjerkreim2016-209,,2,,,
Bjerkreim2016-210,2,1,3,,
Bjerkreim2016-211,,1,,,
Bjerkreim2016-212,2,1,3,,Vill
Bjerkreim2016-213,2,1,3,,
Bjerkreim2016-214,2,2,4,,Vill
Bjerkreim2016-215,2,2,4,,Vill
Bjerkreim2016-216,2,2,4,,Vill
Bjerkreim2016-217,,4,,?-2-g-1+,Vill
Bjerkreim2016-218,,2,,,
Bjerkreim2016-219,2,2,4,,Vill
Bjerkreim2016-220,,2,,,
Bjerkreim2016-221,3,2,5,,Vill
Bjerkreim2016-222,2,1,3,,Vill
Bjerkreim2016-223,3,3,6,3-1-g-1+,Vill
Bjerkreim2016-224,,1,,,Vill
Bjerkreim2016-225,,2,,,Vill
Bjerkreim2016-226,,2,,,Vill
Bjerkreim2016-227,,1,,,Vill
Bjerkreim2016-228,,2,,,
Bjerkreim2016-229,,2,,,Vill
Bjerkreim2016-230,2,2,4,,Vill
Bjerkreim2016-231,,2,,,Vill
Bjerkreim2016-232,2,2,4,,Vill
Bjerkreim2016-233,3,2,5,,Vill
Bjerkreim2016-234,3,1,4,,Vill
Bjerkreim2016-235,,2,,,Vill
Bjerkreim2016-236,,2,,,Vill
Bjerkreim2016-237,2,1,3,,Vill
Bjerkreim2016-238,3,1,4,,Vill
Bjerkreim2016-239,2,2,4,,Vill
Bjerkreim2016-240,,2,,,Vill
Bjerkreim2016-241,,3,,,Vill
Bjerkreim2016-242,,1,,,Vill
Bjerkreim2016-243,,2,,,Vill
Bjerkreim2016-244,3,1,4,,Vill
Bjerkreim2016-245,,1,,,Vill
Bjerkreim2016-246,,1,,,Vill
Bjerkreim2016-247,,2,,,Vill
Bjerkreim2016-248,3,2,5,,Vill
Bjerkreim2016-249,,2,,,Vill
Bjerkreim2016-250,,2,,,Vill
Bjerkreim2016-251,,1,,,Vill
Bjerkreim2016-252,,1,,,Vill
Bjerkreim2016-253,2,1,3,,Vill
Bjerkreim2016-254,3,2,5,,Vill
Bjerkreim2016-255,,1,,,Vill
Bjerkreim2016-256,,2,,,
Bjerkreim2016-257,3,1,4,,Vill
Bjerkreim2016-258,,1,,,Vill
Bjerkreim2016-259,,2,,,Vill
Dirdal2016-001,,3,,,.
Dirdal2016-002,2,2,4,,.
Dirdal2016-003,,3,,,.
Dirdal2016-004,,3,,,Vill
Dirdal2016-005,3,3,6,,Vill
Dirdal2016-006,,2,,,.
Dirdal2016-007,3,3,6,,.
Dirdal2016-008,,3,,,Vill
Dirdal2016-009,,3,,,Vill
Dirdal2016-010,3,3,6,,Vill
Dirdal2016-011,,2,,,.
Dirdal2016-012,,2,,,Vill
Dirdal2016-013,3,2,5,,.
Dirdal2016-014,,2,,,.
Dirdal2016-015,,2,,,.
Dirdal2016-016,,3,,,.
Dirdal2016-017,3,3,6,,Vill
Dirdal2016-018,2,3,5,,Vill
Dirdal2016-019,,2,,,Vill
Dirdal2016-020,,3,,,Vill
Dirdal2016-021,2,2,4,,.
Dirdal2016-022,,2,,,Vill
Dirdal2016-023,2,3,5,,.
Dirdal2016-024,2,2,4,,.
Dirdal2016-025,3,2,5,,.
Dirdal2016-026,,,,,.
Dirdal2016-027,,2,,,Vill
Dirdal2016-028,3,3,6,,Vill
Dirdal2016-029,,2,,,Vill
Dirdal2016-030,2,1,3,,Vill
Dirdal2016-031,,3,,?-1-g-1+,.
Dirdal2016-032,2,2,4,,.
Dirdal2016-033,3,2,5,,.
Dirdal2016-034,2,3,5,,Vill
Dirdal2016-035,3,2,5,,.
Dirdal2016-036,,2,,,.
Dirdal2016-037,2,3,5,,.
Dirdal2016-038,,2,,,.
Dirdal2016-039,3,2,5,,.
Dirdal2016-040,3,2,5,,Vill
Dirdal2016-041,2,2,4,,Vill
Dirdal2016-042,2,2,4,,Vill
Dirdal2016-043,3,2,5,,.
Dirdal2016-044,3,2,5,,Vill
Dirdal2016-045,,2,,,.
Dirdal2016-046,3,2,5,,Vill
Dirdal2016-047,3,2,5,,.
Dirdal2016-048,2,2,4,,Vill
Dirdal2016-049,3,2,5,,Vill
Dirdal2016-050,2,3,5,,.
Dirdal2016-051,3,2,5,,Vill
Dirdal2016-052,3,3,6,,.
Dirdal2016-053,3,2,5,,.
Dirdal2016-054,2,2,4,,.
Dirdal2016-055,3,2,5,,.
Dirdal2016-056,3,2,5,,.
Dirdal2016-057,,2,,,Vill
Dirdal2016-058,3,3,6,,Vill
Dirdal2016-059,,4,,?-2-g-1+,Vill
Dirdal2016-060,3,3,6,,Vill
Dirdal2016-061,,2,,,Vill
Dirdal2016-062,2,4,6,,.
Dirdal2016-063,,3,,,Vill
Dirdal2016-064,,2,,,.
Dirdal2016-065,,2,,,Vill
Dirdal2016-066,,2,,,Vill
Dirdal2016-067,3,3,6,,Vill
Dirdal2016-068,3,2,5,,Vill
Dirdal2016-069,3,2,5,,Vill
Dirdal2016-070,2,2,4,,Vill
Dirdal2016-071,,3,,,Vill
Dirdal2016-072,3,2,5,,Vill
Dirdal2016-073,,2,,,Vill
Dirdal2016-074,3,2,5,,Vill
Dirdal2016-075,2,3,5,,Vill
Dirdal2016-076,3,2,5,,Vill
Dirdal2016-077,2,2,4,,Vill
Dirdal2016-078,2,2,4,,.
Dirdal2016-079,,2,,,.
Dirdal2016-080,2,2,4,,.
Dirdal2016-081,2,2,4,,.
Dirdal2016-082,2,2,4,,Vill
Dirdal2016-083,3,3,6,,.
Dirdal2016-084,,2,,,.
Dirdal2016-085,3,2,5,,.
Dirdal2016-086,3,3,6,,Vill
Dirdal2016-087,3,3,6,,.
Dirdal2016-088,2,2,4,,Vill
Dirdal2016-089,3,2,5,,.
Dirdal2016-090,,2,,,.
Dirdal2016-091,,1,,,Vill
Dirdal2016-092,,2,,,.
Dirdal2016-093,3,3,6,,.
Dirdal2016-094,,2,,,Vill
Dirdal2016-095,,3,,,.
Dirdal2016-096,3,3,6,,.
Dirdal2016-097,,3,,,.
Dirdal2016-098,,3,,,.
Dirdal2016-099,2,2,4,,.
Dirdal2016-100,2,2,4,,Vill
Dirdal2016-101,3,2,5,,Vill
Dirdal2016-102,3,2,5,,.
Dirdal2016-103,2,2,4,,.
Dirdal2016-104,,3,,,.
Dirdal2016-105,,2,,,.
Dirdal2016-106,2,4,6,2-2-g-1+,.
Dirdal2016-107,2,2,4,,.
Dirdal2016-108,2,2,4,,.
Dirdal2016-109,2,3,5,,.
Dirdal2016-110,,3,,,.
Dirdal2016-111,,2,,,.
Dirdal2016-112,2,3,5,,.
Dirdal2016-113,2,2,4,,Vill
Dirdal2016-114,2,2,4,,Vill
Dirdal2016-115,2,2,4,,.
Dirdal2016-116,3,2,5,,.
Dirdal2016-117,3,3,6,,Vill
Dirdal2016-118,2,2,4,,.
Dirdal2016-119,,2,,,Vill
Dirdal2016-120,,3,,,Vill
Dirdal2016-121,3,2,5,,.
Dirdal2016-122,2,3,5,,Vill
Dirdal2016-123,3,2,5,,.
Dirdal2016-124,,4,,?-2-g-1+,Vill
Dirdal2016-125,3,3,6,,Vill
Dirdal2016-126,3,2,5,,Vill
Dirdal2016-127,,3,,,Vill
Dirdal2016-128,3,3,6,,Vill
Dirdal2016-129,,3,,,.
Dirdal2016-130,,2,,,.
Dirdal2016-131,3,2,5,,Vill
Dirdal2016-132,,2,,,Vill
Dirdal2016-133,,2,,,Vill
Dirdal2016-134,,2,,,Vill
Dirdal2016-135,2,2,4,,.
Dirdal2016-136,2,3,5,,Vill
Dirdal2016-137,2,3,5,,Vill
Dirdal2016-138,3,3,6,,Vill
Dirdal2016-139,2,2,4,,Vill
Dirdal2016-140,,2,,,.
Dirdal2016-141,3,2,5,,Vill
Dirdal2016-142,3,2,5,,Vill
Dirdal2016-143,3,2,5,,Vill
Dirdal2016-144,2,3,5,2-1-g-1+,Vill
Dirdal2016-145,,1,,,Vill
Dirdal2016-146,,2,,,Vill
Dirdal2016-147,,4,,?-2-g-1+,Vill
Dirdal2016-148,3,3,6,,.
Dirdal2016-149,3,2,5,,Vill
Dirdal2016-150,2,2,4,,Vill
Dirdal2016-151,3,3,6,,Vill
Dirdal2016-152,,3,,,.
Dirdal2016-153,3,3,6,,.
Dirdal2016-154,3,2,5,,.
Dirdal2016-155,2,2,4,,Vill
Dirdal2016-156,,3,,,.
Dirdal2016-157,3,2,5,,Vill
Dirdal2016-158,3,2,5,,.
Dirdal2016-159,2,2,4,,.
Dirdal2016-160,,2,,,.
Dirdal2016-161,3,2,5,,.
Dirdal2016-162,,3,,,.
Dirdal2016-163,,2,,,.
Dirdal2016-164,,4,,,.
Dirdal2016-165,3,3,6,,.
Dirdal2016-166,,3,,,.
Dirdal2016-167,3,3,6,,Vill
Dirdal2016-168,2,2,4,,.
Dirdal2016-169,3,1,4,,Vill
Dirdal2016-170,,2,,,.
Dirdal2016-171,,2,,,.
Dirdal2016-172,,2,,,.
Dirdal2016-173,2,2,4,,.
Dirdal2016-174,2,2,4,,Vill
Dirdal2016-175,3,1,4,,.
Dirdal2016-176,,3,,,.
Dirdal2016-177,3,2,5,,Vill
Dirdal2016-178,3,1,4,,.
Dirdal2016-179,,1,,,.
Dirdal2016-180,,2,,,Vill
Dirdal2016-181,,2,,,.
Dirdal2016-182,,2,,,.
Dirdal2016-183,3,2,5,,Vill
