ID nr.,smolt,sjø,totalt,gytarar,vill/oppdrett
BRE17S-039,4,2,6,,Vill
BRE17S-040,4,2,6,,Vill
BRE17S-041,,3,,,Oppdrett
BRE17S-042,4,3,7,,Vill
BRE17S-043,4,1,5,,Vill
BRE17S-044,3,2,5,,Vill
BRE17S-045,,3,,,.
BRE17S-046,4,1,5,,Vill
BRE17S-047,,1,,,Vill
BRE17S-048,3,1,4,,Vill
BRE17S-049,3,2,5,,Vill
BRE17S-050,,3,,,Vill
BRE17S-051,4,2,6,,Vill
BRE17S-052,,1,,,Vill
BRE17S-053,3,1,4,,Vill
BRE17S-054,3,1,4,,Vill
BRE17S-055,3,2,5,,Vill
BRE17S-056,4,3,7,,Vill
BRE17S-057,4,2,6,,Vill
BRE17S-058,4,1,5,,Vill
BRE17S-059,4,3,7,,Vill
BRE17S-060,4,1,5,,Vill
BRE17S-061,4,2,6,,Vill
BRE17S-062,4,1,5,,Vill
BRE17S-063,3,2,5,,Vill
BRE17S-064,4,1,5,,Vill
BRE17S-065,3,2,5,,Vill
BRE17S-066,2,1,3,,Vill
BRE17S-067,,2,,,Vill
BRE17S-068,3,2,5,,Vill
BRE17S-069,5,1,6,,Vill
BRE17S-070,3,2,5,,Vill
BRE17S-071,4,1,5,,Vill
BRE17S-072,4,2,6,,Vill
BRE17S-073,4,1,5,,Vill
BRE17S-074,3,3,6,,Vill
BRE17S-075,,1,,,Vill
BRE17S-076,4,2,6,,Vill
BRE17S-077,,2,,,Vill
BRE17S-078,4,1,5,,Vill
BRE17S-079,,3,,,Vill
BRE17S-080,3,3,6,,Vill
BRE17S-081,,2,,,Oppdrett
BRE17S-082,4,1,5,,Vill
BRE17S-083,4,2,6,,Vill
BRE17S-084,4,1,5,,Vill
BRE17S-085,4,1,5,,Vill
BRE17S-086,3,2,5,,Vill
BRE17S-087,,3,,,Vill
BRE17S-088,3,2,5,,Vill
BRE17S-089,3,2,5,,Vill
BRE17S-090,3,2,5,,Vill
BRE17S-091,4,2,6,,Vill
BRE17S-092,,1,,,Vill
BRE17S-093,3,3,6,,Vill
BRE17S-094,4,2,6,,Vill
BRE17S-095,4,2,6,,Vill
BRE17S-096,5,1,6,,Vill
BRE17S-097,4,3,7,,Vill
BRE17S-098,3,2,5,,Vill
BRE17S-099,4,2,6,,Vill
BRE17S-100,5,1,6,,Vill
BRE17S-101,,2,,,Vill
BRE17S-102,4,3,7,,Vill
BRE17S-103,4,1,5,,Vill
BRE17S-104,,3,,,Vill
DAV17H-01,1,2,3,,Utsatt
DAV17H-02,1,2,3,,Utsatt
DAV17H-03,1,1,2,,Utsatt
DAV17H-04,,0,,,Oppdrett
DAV17H-05,1,1,2,,Utsatt
DAV17H-06,,3,,,Vill
DAV17H-07,,3,,,.
DAV17H-08,,1,,,Utsatt
DAV17H-09,1,1,2,,Utsatt
DAV17H-10,1,1,2,,Utsatt
DAV17H-11,,0,,,Oppdrett
DAV17H-12,1,1,2,,.
DAV17H-13,1,2,3,,Vill
DAV17H-14,1,1,2,,.
DAV17H-15,1,2,3,,.
DAV17S-01,3,2,5,,Vill
DAV17S-02,,0,,,Oppdrett
DAV17S-03,,0,,,Oppdrett
DAV17S-04,,0,,,Oppdrett
DAV17S-05,4,2,6,,Vill
DAV17S-06,,0,,,Oppdrett
DAV17S-07,3,2,5,,Vill
DAV17S-08,3,3,6,,Vill
DAV17S-13,3,2,5,,Vill
DA-17_01,,0,,,Utsatt
DA-17_02,,2,,,Utsatt
DA-17_03,,3,,,Utsatt
DA-17_04,,3,,,Utsatt
DA-17_05,,2,,,Utsatt
DA-17_06,,2,,,Utsatt
DA-17_07,,2,,,Utsatt
DA-17_08,,2,,,Utsatt
DA-17_09,,2,,,Utsatt
DA-17_10,,0,,,Utsatt
DA-17_11,,1,,,Utsatt
DA-17_12,,2,,,Utsatt
DA-17_13,,2,,,Utsatt
DA-17_14,,1,,,Utsatt
DA-17_15,,2,,,Utsatt
DA-17_16,,2,,,Utsatt
DA-17_17,,1,,,Utsatt
DA-17_18,,3,,,Utsatt
DA-17_19,,2,,,Utsatt
DA-17_20,,3,,,Utsatt
DA-17_21,,2,,,Utsatt
DA-17_22,,3,,,Utsatt
DA-17_23,,2,,,Utsatt
DA-17_24,,2,,,Utsatt
DA-17_25,,2,,,Utsatt
DA-17_26,,3,,,Utsatt
DA-17_27,,3,,,Utsatt
DA-17_28,,3,,,Utsatt
DA-17_29,,3,,,Utsatt
DA-17_30,,2,,,Utsatt
DA-17_31,,1,,,Utsatt
DA-17_32,,1,,,Utsatt
DA-17_33,,2,,,Utsatt
DA-17_34,,2,,,Utsatt
DA-17_35,,2,,,Utsatt
DA-17_36,,2,,,Utsatt
DA-17_37,,5,,,Utsatt
DA-17_38,,3,,,Utsatt
DA-17_39,,3,,,Utsatt
DA-17_40,,3,,,Utsatt
DA-17_41,,0,,,Utsatt
DA-17_42,,2,,,Utsatt
DA-17_43,,3,,,Utsatt
DA-17_44,,2,,,Utsatt
DA-17_45,,2,,,Utsatt
DA-17_46,,2,,,Utsatt
DA-17_47,,3,,,Utsatt
DA-17_48,,4,,,Utsatt
DA-17_49,,2,,,Utsatt
DA-17_50,,0,,,Utsatt
DA-17_51,,2,,,Utsatt
DA-17_52,,3,,,Utsatt
DA-17_53,,1,,,Utsatt
DA-17_54,,1,,,Utsatt
DA-17_55,,2,,,Utsatt
DA-17_56,,2,,,Utsatt
DA-17_57,,2,,,Utsatt
DA-17_58,,4,,,Utsatt
DA-17_59,,2,,,Utsatt
DA-17_60,,3,,,Utsatt
DA-17_61,,3,,,Utsatt
DA-17_62,2,2,4,,Utsatt
DA-17_63,,1,,,Utsatt
DA-17_64,,1,,,Utsatt
DA-17_65,,1,,,Utsatt
DA-17_66,,2,,,Utsatt
DA-17_67,,2,,,Utsatt
DA-17_68,,2,,,Utsatt
DA-17_69,,3,,,Utsatt
DA-17_70,,2,,,Utsatt
DA-17_71,,2,,,Utsatt
DA-17_72,,3,,,Utsatt
DA-17_73,,2,,,Utsatt
DA-17_74,,3,,,Utsatt
DA-17_75,,0,,,Utsatt
DA-17_76,,2,,,Utsatt
DA-17_77,,1,,,Utsatt
DA-17_78,,2,,,Utsatt
DA-17_79,,2,,,Utsatt
DA-17_80,,2,,,Utsatt
DA-17_81,,3,,,Utsatt
DA-17_82,,3,,,Utsatt
DA-17_83,,0,,,Utsatt
DA-17_84,,2,,,Utsatt
DA-17_85,,3,,,Utsatt
DA-17_86,,0,,,Utsatt
DA-17_87,,3,,,Utsatt
DA-17_88,,1,,,Utsatt
DA-17_89,,2,,,Utsatt
DA-17_90,,2,,,Utsatt
DA-17_91,,1,,,Utsatt
DA-17_92,,2,,,Utsatt
DA-17_93,,2,,,Utsatt
DA-17_94,,2,,,Utsatt
DA-17_95,,1,,,Utsatt
DA-17_96,,1,,,Utsatt
DA-17_97,,2,,,Utsatt
DA-17_98,,2,,,Utsatt
DA-17_99,,2,,,Utsatt
DA-17_100,,1,,,Utsatt
DA-17_101,,2,,,Utsatt
DA-17_102,,2,,,Utsatt
DA-17_103,,3,,,Utsatt
DA-17_104,,2,,,Utsatt
DA-17_105,,2,,,Utsatt
DA-17_106,,2,,,Utsatt
DA-17_107,,1,,,Utsatt
DA-17_108,,1,,,Utsatt
DA-17_109,,2,,,Utsatt
DA-17_110,,3,,,Utsatt
DA-17_111,,4,,,Utsatt
DA-17_112,,2,,,Utsatt
DA-17_113,,2,,,Utsatt
DA-17_114,,1,,,Utsatt
DA-17_115,,2,,,Utsatt
DA-17_116,,2,,,Utsatt
DA-17_117,,3,,,Utsatt
DA-17_118,,2,,,Utsatt
DA-17_119,,2,,,Utsatt
DA-17_120,,3,,,Utsatt
DA-17_121,,2,,,Utsatt
DA-17_122,,1,,,Utsatt
DA-17_123,,2,,,Utsatt
DA-17_124,,2,,,Utsatt
DA-17_125,,2,,,Utsatt
DA-17_126,,2,,,Utsatt
DA-17_127,,1,,,Utsatt
DA-17_128,,2,,,Utsatt
DA-17_129,,1,,,Utsatt
DA-17_130,,0,,,Utsatt
DA-17_131,,1,,,Utsatt
DA-17_132,,1,,,Utsatt
DA-17_133,,1,,,Utsatt
DA-17_134,,2,,,Utsatt
DA-17_135,,2,,,Utsatt
DA-17_136,,3,,,Utsatt
DA-17_137,,0,,,Utsatt
DA-17_138,,0,,,Utsatt
DA-17_139,,2,,,Utsatt
DA-17_140,,2,,,Utsatt
DA-17_141,,2,,,Utsatt
DA-17_142,,2,,,Utsatt
DA-17_143,,1,,,Utsatt
DA-17_144,,1,,,Utsatt
DA-17_145,,1,,,Utsatt
DA-17_146,,4,,,Utsatt
DA-17_147,,2,,,Utsatt
DA-17_148,,2,,,Utsatt
DA-17_149,,2,,,Utsatt
DA-17_150,,2,,,Utsatt
DA-17_151,,2,,,Utsatt
DA-17_152,,2,,,Utsatt
DA-17_153,,1,,,Utsatt
DA-17_154,,0,,,Utsatt
DA-17_155,,1,,,Utsatt
DA-17_156,,1,,,Utsatt
DA-17_157,,1,,,Utsatt
DA-17_158,,0,,,Utsatt
DA-17_159,,0,,,Utsatt
DA-17_160,,2,,,Utsatt
DA-17_161,,2,,,Utsatt
DA-17_162,,2,,,Utsatt
DA-17_163,,3,,,Utsatt
DA-17_164,,2,,,Utsatt
DA-17_165,,2,,,Utsatt
DA-17_166,,2,,,Utsatt
DA-17_167,,2,,,Utsatt
DA-17_168,,2,,,Utsatt
DA-17_169,,0,,,Utsatt
DA-17_170,,0,,,Utsatt
DA-17_171,,1,,,Utsatt
DA-17_172,,2,,,Utsatt
DA-17_173,,1,,,Utsatt
DA-17_174,,1,,,Utsatt
DA-17_175,,3,,,Utsatt
DA-17_176,,1,,,Utsatt
DA-17_177,,2,,,Utsatt
DA-17_178,,2,,,Utsatt
DA-17_179,,1,,,Utsatt
DA-17_180,,2,,,Utsatt
DA-17_181,,2,,,Utsatt
DAD-17H_001,,2,,,Vill
DAD-17H_002,3,2,5,,Vill
DAD-17H_003,3,2,5,2-1- g,Vill
DAD-17H_004,3,2,5,,Vill
DAD-17H_005,2,3,5,2-2-g,Vill
DAD-17H_006,3,2,5,,Vill
DAD-17H_007,,2,,,Vill
DAD-17H_008,3,2,5,,Vill
DAD-17H_009,3,2,5,,Vill
DAD-17H_010,,0,,,Vill
DAD-17H_011,3,2,5,,Vill
DAD-17H_012,3,2,5,,Vill
DAD-17H_013,3,4,7,3-3-g,Vill
DAD-17H_014,2,2,4,,Vill
DAD-17H_015,,2,,,Vill
DAD-17H_016,,2,,,Vill
DAD-17H_017,3,2,5,,Vill
DAD-17H_018,3,2,5,,Vill
DAD-17H_019,3,3,6,3-2-g,Vill
DAD-17H_020,4,1,5,,Vill
DAD-17H_022,,2,,,Vill
DAD-17H_023,3,2,5,,Vill
DAD-17H_025,3,2,5,,Vill
DAD-17H_026,3,1,4,,Vill
DAD-17H_027,,2,,,Vill
DAD-17H_028,3,2,5,,Vill
DAD-17H_029,3,2,5,,Vill
DAD-17H_030,2,3,5,,Vill
DAD-17H_031,3,2,5,,Vill
DAD-17H_032,4,2,6,,Vill
DAD-17H_033,3,1,4,,Vill
DAD-17H_034,,1,,,Vill
DAD-17H_035,,2,,,Vill
DAD-17H_036,3,2,5,,Vill
DAD-17H_037,3,3,6,,Vill
DAD-17H_038,2,1,3,,Vill
DAD-17H_039,3,1,4,,Vill
DAD-17H_040,,0,,,Vill
DAD-17H_041,4,2,6,,Vill
DAD-17H_042,3,1,4,,Vill
DAD-17H_043,3,1,4,,Vill
DAD-17H_044,,0,,,Vill
DAD-17H_045,3,3,6,,Vill
DAD-17H_046,3,2,5,,Vill
DAD-17H_047,,1,,,Vill
DAD-17H_048,3,2,5,,Vill
DAD-17H_049,4,2,6,,Vill
DAD-17H_050,3,2,5,,Vill
DAD-17H_051,3,2,5,,Vill
DAD-17H_052,3,2,5,,Vill
DAD-17H_053,3,2,5,,Vill
DAD-17H_054,3,2,5,,Vill
DAD-17H_055,,2,,,Vill
DAD-17H_056,2,2,4,,Vill
DAD-17H_057,,0,,,Vill
DAD-17H_058,3,2,5,,Vill
DAD-17H_059,3,2,5,,Vill
DAD-17H_060,2,1,3,,.
DAD-17H_061,,1,,,Vill
DAD-17H_062,3,2,5,,Vill
DAD-17H_063,2,2,4,,Vill
DAD-17H_064,3,3,6,,Vill
DAD-17H_065,,0,,,Vill
DAD-17H_066,,1,,,Vill
DAD-17H_067,3,3,6,3-2-g,Vill
DAD-17H_068,3,2,5,,Vill
DAD-17H_069,,1,,,Vill
DAD-17H_070,,2,,,Vill
DAD-17H_071,,2,,,Vill
DAD-17H_072,3,1,4,,Vill
DAD-17H_073,,1,,,Vill
DAD-17H_074,2,1,3,,Vill
DAD-17H_075,,0,,,.
DAD-17H_076,,3,,?-2-g,Vill
DAD-17H_077,,2,,,.
DAD-17H_078,3,2,5,,Vill
DAD-17H_079,3,2,5,,Vill
DAD-17H_081,,2,,,Vill
DAD-17H_082,3,2,5,,Vill
DAD-17H_083,,2,,,.
DAD-17H_084,2,1,3,,Vill
DAD-17H_085,,1,,,Vill
DAD-17H_086,,3,,,Vill
DAD-17H_087,,0,,,Vill
DAD-17H_088,3,2,5,,Vill
DAD-17H_089,2,1,3,,Vill
DAD-17H_090,3,2,5,,Vill
DAD-17H_091,,2,,,Vill
DAD-17H_092,,2,,,Vill
DAD-17H_093,3,2,5,,Vill
DAD-17H_094,,0,,,Vill
DAD-17H_095,,0,,,Oppdrett
DAD-17H_096,3,1,4,,Vill
DAD-17H_097,2,2,4,,Vill
DAD-17H_098,3,1,4,,Vill
DAD-17H_099,3,3,6,,Vill
DAD-17H_100,,0,,,Vill
DAD-17H_101,2,2,4,,Vill
DAD-17H_102,,0,,,.
DAD-17H_103,,0,,,Vill
DAD-17H_104,,2,,,Vill
DAD-17H_105,,3,,,Vill
DAD-17H_106,,0,,,Vill
DAD-17H_107,3,1,4,,Vill
DAD-17H_108,3,2,5,,Vill
DAD-17H_109,,3,,,Vill
DAD-17H_110,3,2,5,,Vill
DAD-17H_111,,2,,,Vill
DAD-17H_112,3,2,5,,Vill
DAD-17H_113,,0,,,Vill
DAD-17H_114,,4,,?-2-g-1,Vill
DAD-17H_115,3,1,4,,Vill
DAD-17H_116,,2,,,Vill
DAD-17H_117,,1,,,Vill
DAD-17H_118,3,2,5,,Vill
DAD-17H_119,,2,,,Vill
DAD-17H_120,,2,,,Vill
DAD-17H_121,,2,,,Vill
DAD-17H_122,,1,,,Vill
DAD-17H_123,,2,,,Vill
DAD-17H_124,3,2,5,,Vill
DAD-17H_125,3,2,5,,Vill
DAD-17H_126,,2,,,Vill
DAD-17H_127,,2,,,Vill
DAD-17H_128,,2,,,Vill
DAD-17H_129,,2,,,Vill
DAD-17H_130,2,2,4,,Vill
DAD-17H_131,,2,,,Vill
DAD-17H_132,,0,,,Oppdrett
DAD-17H_133,,0,,,Oppdrett
DAD-17H_134,,0,,,Oppdrett
DAD-17H_135,,0,,,Oppdrett
DAD-17H_136,,0,,,Oppdrett
DAD-17H_137,,0,,,Oppdrett
DAD-17H_138,,0,,,Oppdrett
DAD-17H_139,,0,,,Oppdrett
DAD-17H_140,,0,,,Oppdrett
DAD-17H_141,,0,,,Oppdrett
FRA17H-01,3,3,6,,Vill
FRA17H-02,3,3,6,,Vill
FRA17H-03,,1,,,Vill
FRA17H-04,3,2,5,,Vill
FRA17H-05,,3,,,Vill
FRA17H-06,3,2,5,,Vill
FRA17H-07,,1,,,Vill
FRA17H-08,,1,,,Vill
FRA17H-09,3,2,5,,Vill
FRA17H-10,,2,,,Vill
FRA17H-11,3,2,5,,Vill
FRA17H-12,3,2,5,,Vill
FRA17H-13,3,2,5,,Vill
FRA17H-14,,1,,,Vill
FRA17H-15,,1,,,Vill
FRA17H-16,,2,,,Vill
FRA17H-17,3,,3,,Vill
FRA17H-18,,1,,,Vill
FRA17H-19,3,2,5,,Vill
LAG17H_01,,1,,,Vill
LAG17H_02,,2,,,Vill
LAG17H_03,3,2,5,,Vill
LAG17H_04,3,2,5,,Vill
LAG17H_05,,0,,,Oppdrett
LAG17H_06,4,1,5,,Vill
LAG17H_07,4,3,7,,Vill
LAG17H_08,3,2,5,,Vill
LAG17H_09,3,2,5,,Vill
LAG17H_10,3,1,4,,Vill
LAG17H_11,,0,,,Oppdrett
LAG17H_12,3,1,4,,Vill
LAG17H_13,4,3,7,,Vill
LAG17H_14,3,1,4,,Vill
LAG17H_15,3,2,5,,Vill
LAG17H_16,3,1,4,,Vill
LAG17H_17,4,1,5,,Vill
LAG17H_18,,3,,,Vill
LAG17H_19,3,2,5,,Vill
LAG17H_20,3,2,5,,Vill
LAG17H_21,3,1,4,,Vill
LAG17H_22,3,1,4,,Vill
LAG17H_23,4,3,7,,Vill
LAG17H_24,,1,,,Vill
LAG17H_25,,3,,,Vill
LAG17H_26,3,2,5,,Vill
LAG17H_27,4,1,5,,Vill
LAG17H_28,4,1,5,,Vill
LAG17H_29,,1,,,Vill
LAG17H_30,3,2,5,,Vill
LAG17H_31,3,3,6,,Vill
LAG17H_32,3,1,4,,Vill
LAG17H_33,,1,,,Vill
LAG17H_34,4,2,6,,Vill
LAG17H_35,4,3,7,,Vill
LAG17H_36,3,2,5,,Vill
LAG17H_37,4,1,5,,Vill
LAG17H_38,,2,,,Vill
LAG17H_39,3,1,4,,Vill
LAG17H_40,4,2,6,,Vill
LAG17H_41,3,3,6,,Vill
LAG17H_42,,1,,,Vill
LAG17H_43,,1,,,Vill
LAP17H-01,3,3,6,,Vill
LAP17H-03,3,2,5,,Vill
LAP17H-04,3,2,5,,Vill
LAP17H-05,3,3,6,,Vill
LAP17H-06,3,0,3,,Vill
LAP17H-07,,3,,,Vill
LAP17H-08,,2,,,Vill
LAP17H-09,3,1,4,,Vill
LAP17H-10,3,1,4,,Vill
LAP17H-11,,3,,,Vill
MAN-17H_01,2,2,4,,Vill
MAN-17H_02,2,0,2,,Vill
MAN-17H_03,2,3,5,,Vill
MAN-17H_04,,2,,,Vill
MAN-17H_06,3,0,3,,Vill
MAN-17H_07,4,2,6,,Vill
MAN-17H_08,,2,,,Vill
MAN-17H_09,3,3,6,,Vill
MAN-17H_10,3,2,5,,Vill
MAN-17H_11,3,2,5,,Vill
MAN-17H_13,,2,,,Vill
MAN-17H_14,,1,,,Vill
MAN-17H_15,3,2,5,,Vill
MAN-17H_17,,1,,,Vill
MAN-17H_18,3,1,4,,Vill
MAN-17H_19,,1,,,Vill
MAN-17H_20,3,1,4,,Vill
MAN-17H_21,3,1,4,,Vill
MAN-17H_22,,0,,,Vill
MAN-17H_23,,0,,,Vill
MAN-17H_24,3,3,6,3-2-g,Vill
MAN-17H_25,3,2,5,,Vill
MAN-17H_26,3,2,5,,Vill
MAN-17H_27,3,2,5,,Vill
MAN-17H_28,3,0,3,,Vill
MAN-17H_29,3,3,6,,Vill
MAN-17H_30,3,2,5,,Vill
MAN-17H_31,,0,,,Vill
MAN-17H_32,3,1,4,,Vill
MAN-17H_33,2,2,4,,Vill
MAN-17H_34,3,1,4,,Vill
MAN-17H_35,,2,,,Vill
MAN-17H_36,,2,,,Vill
MAN-17H_37,2,2,4,,Vill
MAN-17H_38,3,1,4,,Vill
MAN-17H_39,3,2,5,,Vill
MAN-17H_40,3,1,4,,Vill
MAN-17H_41,2,2,4,,Vill
MAN-17H_42,3,1,4,,Vill
MAN-17H_43,3,2,5,3-1-g,Vill
MAN-17H_44,3,2,5,,Vill
MAN-17H_45,,2,,,Vill
NIA17H-01,2,1,3,,Vill
NIA17H-02,3,2,5,,Vill
NIA17H-03,,1,,,Vill
NIA17H-04,,3,,,Vill
NIA17H-05,3,1,4,,Vill
NIA17H-07,2,2,4,,Vill
NIA17H-08,,2,,,Vill
NIA17H-09,2,1,3,,Vill
NIA17H-10,2,2,4,,Vill
NIA17H-11,,0,,,.
NIA17H-12,3,1,4,,Vill
NIA17H-13,3,2,5,,Vill
NIA17H-14,3,3,6,,Vill
NIA17H-15,3,2,5,,Vill
NIA17H-16,2,1,3,,Vill
NIA17H-17,3,3,6,,Vill
NIA17H-18,,1,,,Vill
NIA17H-19,,1,,,Vill
NIA17H-20,2,2,4,,Vill
NIA17H-21,2,1,3,,Vill
NIA17H-22,2,2,4,,Vill
NIA17H-23,,0,,,Vill
NIA17H-24,2,1,3,,Vill
NIA17H-25,2,3,5,,Vill
NIA17H-26,,0,,,Vill
NIA17H-27,3,1,4,,Vill
NIA17H-28,,1,,,Vill
NIA17H-29,3,1,4,,Vill
NIA17H-30,,2,,,Vill
NIA17H-31,3,1,4,,Vill
NIA17H-32,2,1,3,,Vill
OTR17H-0001,2,1,3,,Vill
OTR17H-0002,,1,,,Vill
OTR17H-0003,,1,,,Vill
OTR17H-0004,,0,,,Vill
OTR17H-0005,3,1,4,,Vill
OTR17H-0006,3,4,7,,Vill
OTR17H-0007,,0,,,Vill
OTR17H-0008,3,0,3,,Vill
OTR17H-0009,3,2,5,,Vill
OTR17H-0010,3,1,4,,Vill
OTR17H-0011,,0,,,Vill
OTR17H-0012,3,3,6,,Vill
OTR17H-0013,3,1,4,,Vill
OTR17H-0014,3,2,5,,Oppdrett
OTR17H-0015,2,1,3,,Vill
OTR17H-0016,2,1,3,,Vill
OTR17H-0017,,0,,,Vill
OTR17H-0018,3,1,4,,Vill
OTR17H-0019,4,3,7,,Vill
OTR17H-0020,,0,,,Vill
OTR17H-0021,,0,,,Vill
OTR17H-0022,2,2,4,,Vill
OTR17H-0023,3,1,4,,Vill
OTR17H-0024,3,0,3,,Vill
OTR17H-0025,,3,,,Vill
OTR17H-0026,,0,,,Vill
USK17H-001,,2,,,Vill
USK17H-002,2,1,3,,Vill
USK17H-003,3,1,4,,Vill
USK17H-004,,1,,,Vill
USK17H-005,,1,,,Vill
USK17H-006,2,2,4,,Vill
ARD17H-001,,2,,,Vill
ARD17H-002,3,3,6,,Vill
ARD17H-003,3,1,4,,Vill
ARD17H-004,3,4,7,3-2-g-g,Vill
ARD17H-005,,2,,,Vill
ARD17H-006,,0,,,Vill
ARD17H-007,,0,,,Vill
ARD17H-008,,2,,,Vill
ARD17H-009,,2,,,Vill
ARD17H-010,,0,,,Oppdrett
ARD17H-011,,0,,,Vill
ARD17H-012,2,0,2,,Vill
ARD17H-013,3,2,5,,Vill
ARD17H-014,3,1,4,,Vill
ARD17H-015,,2,,,Vill
ARD17H-016,,2,,,Vill
ARD17H-017,3,2,5,,Vill
ARD17H-018,,2,,,Vill
ARD17H-019,3,2,5,,Vill
ARD17H-020,,2,,,Vill
ARD17H-021,3,2,5,,Vill
ARD17H-022,3,3,6,,Vill
ARD17H-023,,3,,,Vill
ARD17H-024,3,2,5,,Vill
ARD17H-025,3,3,6,,Vill
