ID nr.,smolt,sjø,totalt,gytarar,vill/oppdrett
BRE18S-04,4,2,6,,Vill
BRE18S-05,4,3,7,,Vill
BRE18S-06,,2,,,Vill
BRE18S-07,4,3,7,,Vill
BRE18S-08,5,3,8,,Vill
BRE18S-09,4,2,6,,Vill
BRE18S-10,,2,,,Vill
BRE18S-11,3,2,5,,Vill
BRE18S-12,4,1,5,,Vill
BRE18S-13,4,2,6,,Vill
BRE18S-14,,2,,,Vill
BRE18S-15,4,1,5,,Vill
BRE18S-16,3,2,5,,Vill
BRE18S-17,3,3,6,,Vill
BRE18S-18,3,2,5,,Vill
BRE18S-19,4,2,6,,Vill
BRE18S-20,4,2,6,,Vill
BRE18S-21,4,2,6,,Vill
BRE18S-22,4,1,5,,Vill
BRE18S-23,,1,,,Vill
BRE18S-24,3,2,5,,Vill
BRE18S-25,,3,,,Vill
BRE18S-26,4,4,8,4-1-g-2+,Vill
BRE18S-27,4,2,6,,Vill
BRE18S-28,5,2,7,,Vill
BRE18S-29,3,1,4,,Vill
BRE18S-30,4,2,6,,Vill
BRE18S-31,4,2,6,,Vill
BRE18S-32,3,2,5,,Vill
BRE18S-33,,1,,,Vill
BRE18S-34,3,1,4,,Vill
BRE18S-35,4,2,6,,Vill
BRE18S-36,3,1,4,,Vill
BRE18S-37,4,1,5,,Vill
BRE18S-38,4,2,6,,Vill
BRE18S-39,4,1,5,,Vill
BRE18S-40,3,1,4,,Vill
BRE18S-41,3,1,4,,Vill
BRE18S-42,3,1,4,,Vill
BRE18S-43,3,1,4,,Vill
BRE18S-44,,4,,?-2-g-1+?,Vill
BRE18S-45,3,1,4,,Vill
BRE18S-46,3,1,4,,Vill
BRE18S-47,,1,,,Oppdrett
BRE18S-48,4,1,5,,Vill
BRE18S-49,4,1,5,,Vill
BRE18S-50,,2,,,Vill
BRE18S-51,,1,,,Vill
BRE18S-52,3,1,4,,Vill
BRE18S-53,,1,,,Vill
BRE18S-54,,0,,,Oppdrett
BRE18S-55,4,1,5,,Vill
BRE18S-56,3,1,4,,Vill
BRE18S-57,4,2,6,,Vill
BRE18S-58,,2,,,Vill
BRE18S-59,,1,,,Vill
BRE18S-60,4,1,5,,Vill
BRE18S-61,4,1,5,,Vill
BRE18S-62,3,2,5,,Vill
BRE18S-63,,1,,,Vill
BRE18S-64,4,1,5,,Vill
BRE18S-65,,1,,,Vill
BRE18S-66,4,1,5,,Vill
BRE18S-67,,2,,,Vill
BRE18S-68,3,1,4,,Vill
BRE18S-69,4,2,6,,Vill
BRE18S-70,,0,,,Ørret
BRE18S-71,,0,,,Ørret
BRE18S-72,,0,,,Ørret
BRE18S-73,5,2,7,,Ørret
BRE18S-74,,0,,,Ørret
BRE18S-75,3,4,7,,Ørret
BRE18S-76,4,1,5,,Vill
BRE18S-77,,0,,,Vill
BRE18S-78,,0,,,Vill
BRE18S-79,,0,,,Vill
BRE18S-80,,0,,,Vill
BRE18S-81,,,,,
BRE18S-82,,0,,,Vill
BRE18S-83,,0,,,Vill
BRE18S-84,,0,,,Vill
BRE18S-85,,0,,,Vill
BRE18S-86,,0,,,Vill
BRE18S-87,,0,,,Vill
BRE18S-88,,0,,,Vill
BRE18S-89,,0,,,Vill
BRE18S-90,,0,,,Vill
BRE18S-91,,0,,,Vill
BRE18S-92,,0,,,Vill
BRE18S-93,,0,,,Vill
BRE18S-94,,0,,,Vill
BRE18S-95,,0,,,Vill
BRE18S-96,,0,,,Vill
BRE18S-97,,0,,,Vill
BRE18S-98,,0,,,Vill
BRE18S-99,,0,,,Vill
BRE18S-100,,0,,,Vill
Da-18-1,1,1,2,,Utsatt
Da-18-2,1,1,2,,Utsatt
Da-18-3,1,1,2,,Utsatt
Da-18-4,1,1,2,,Utsatt
Da-18-5,1,2,3,,Utsatt
Da-18-6,1,2,3,,Utsatt
Da-18-7,1,1,2,,Utsatt
Da-18-8,1,1,2,,Utsatt
Da-18-9,1,1,2,,Utsatt
Da-18-10,1,1,2,,Utsatt
Da-18-11,1,2,3,,Utsatt
Da-18-12,1,1,2,,Utsatt
Da-18-13,1,1,2,,Utsatt
Da-18-14,1,1,2,,Utsatt
Da-18-15,1,1,2,,Utsatt
Da-18-16,1,2,3,,Utsatt
Da-18-17,1,0,1,,Mangler skjell
Da-18-18,1,3,4,,Utsatt
Da-18-19,1,2,3,,Mangler skjell
Da-18-20,1,1,2,,Utsatt
Da-18-21,1,2,3,,Utsatt
Da-18-22,1,2,3,,Mangler skjell
Da-18-23,1,3,4,,Utsatt
Da-18-24,1,2,3,,Utsatt
Da-18-25,1,2,3,,Utsatt
Da-18-26,1,2,3,,Utsatt
Da-18-27,1,2,3,,Utsatt
Da-18-28,1,2,3,,Utsatt
Da-18-29,1,2,3,,Utsatt
Da-18-30,1,2,3,,Utsatt
Da-18-31,1,2,3,,Utsatt
Da-18-32,1,2,3,,Utsatt
Da-18-33,1,2,3,,Utsatt
Da-18-34,1,2,3,,Utsatt
Da-18-35,1,2,3,,Utsatt
Da-18-36,1,1,2,,Utsatt
Da-18-37,1,1,2,,Utsatt
Da-18-38,1,1,2,,Utsatt
Da-18-39,1,1,2,,Utsatt
Da-18-40,1,1,2,,Utsatt
Da-18-41,1,2,3,,Utsatt
Da-18-42,1,2,3,,Utsatt
Da-18-43,1,2,3,,Utsatt
Da-18-44,1,2,3,,Utsatt
Da-18-45,1,3,4,,Utsatt
Da-18-46,1,0,1,,Oppdrett
Da-18-47,1,1,2,,Utsatt
Da-18-48,1,1,2,,Utsatt
Da-18-49,1,1,2,,Utsatt
Da-18-50,1,1,2,,Utsatt
Da-18-51,1,2,3,,Utsatt
Da-18-52,1,2,3,,Utsatt
Da-18-53,1,2,3,,Utsatt
Da-18-54,1,2,3,,Utsatt
Da-18-55,1,1,2,,Utsatt
Da-18-56,1,1,2,,Utsatt
Da-18-57,1,2,3,,Utsatt
Da-18-58,1,2,3,,Utsatt
Da-18-59,1,2,3,,Utsatt
Da-18-60,1,2,3,,Utsatt
Da-18-61,1,2,3,,Utsatt
Da-18-62,1,2,3,,Utsatt
Da-18-63,1,2,3,,Utsatt
Da-18-64,1,2,3,,Utsatt
Da-18-65,1,2,3,,Utsatt
Da-18-66,1,2,3,,Utsatt
Da-18-67,1,3,4,,Utsatt
Da-18-68,1,2,3,,Utsatt
Da-18-69,1,2,3,,Utsatt
Da-18-70,1,2,3,,Utsatt
Da-18-71,1,2,3,,Utsatt
Da-18-72,1,2,3,,Utsatt
Da-18-73,1,2,3,,Utsatt
Da-18-74,1,1,2,,Utsatt
Da-18-75,1,2,3,,Utsatt
Da-18-76,1,1,2,,Utsatt
Da-18-77,1,2,3,,Utsatt
Da-18-78,1,2,3,,Utsatt
Da-18-79,1,2,3,,Utsatt
Da-18-80,1,3,4,,Utsatt
Da-18-81,1,1,2,,Utsatt
Da-18-82,1,1,2,,Utsatt
Da-18-83,1,2,3,,Utsatt
Da-18-84,1,1,2,,Utsatt
Da-18-85,1,2,3,,Utsatt
Da-18-86,1,2,3,,Utsatt
Da-18-87,1,3,4,,Utsatt
Da-18-88,1,2,3,,Utsatt
Da-18-89,1,2,3,,Utsatt
Da-18-90,1,2,3,,Utsatt
Da-18-91,1,2,3,,Utsatt
Da-18-92,1,2,3,,Utsatt
Da-18-93,1,2,3,1-1-g-0+,Utsatt
Da-18-94,1,2,3,,Utsatt
Da-18-95,1,0,1,,Ikkje lesbar
Da-18-96,1,1,2,,Mangler skjell
Da-18-97,1,1,2,,Utsatt
Da-18-98,1,1,2,,Utsatt
Da-18-99,1,2,3,,Utsatt
Da-18-100,1,0,1,,Manglar skjell
Da-18-101,1,2,3,,Utsatt
Da-18-102,1,1,2,,Utsatt
Da-18-103,1,1,2,,Utsatt
Da-18-104,1,1,2,,Utsatt
Da-18-105,1,1,2,,Utsatt
Da-18-106,1,1,2,,Utsatt
Da-18-107,1,2,3,,Utsatt
Da-18-108,1,1,2,,Utsatt
Da-18-109,1,2,3,,Utsatt
Da-18-110,1,2,3,,Utsatt
Da-18-111,1,1,2,,Utsatt
Da-18-112,1,0,1,,Mangler skjell
DAH18H-32,,0,,,.
DAH18H-33,,0,,,Oppdrett
DAH18H-34,,0,,,Mangler skjellprøve
DAH18H-35,,0,,,Mangler skjellprøve
DAH18H-36,,0,,,Oppdrett
DAH18H-37,3,1,4,,Vill
DAH18H-38,,2,,,Vill
DAH18H-39,4,1,5,,Vill
DAH18H-40,3,1,4,,Sjøørret
DAH18H-41,,2,,,Oppdrett
DAH18H-42,,1,,,Vill
DAH18H-43,,2,,,Vill
DAH18H-44,,0,,,Oppdrett
DAH18H-45,,1,,,Utsatt
DAH18H-46,3,2,5,,Vill
DAH18H-47,,1,,,Utsatt
DAH18H-48,4,2,6,,.
DAH18H-49,,1,,,.
DAH18H-50,,0,,,Oppdrett
DAH18H-51,,1,,,Vill
DAH18H-52,,1,,,Vill
DAH18H-53,4,1,5,,Vill
DAH18H-54,,3,,,Utsatt
DAH18H-55,3,1,4,,Vill
DAD18H-1,3,2,5,,Vill
DAD18H-2,2,2,4,,Vill
DAD18H-3,,2,,,Vill
DAD18H-4,3,3,6,,Vill
DAD18H-5,3,2,5,,Vill
DAD18H-6,,0,,,Ikke lesbart
DAD18H-7,,1,,,Vill
DAD18H-8,3,1,4,,Vill
DAD18H-9,3,1,4,,Vill
DAD18H-10,,2,,,Vill
DAD18H-11,,0,,,Skjell Mangler
DAD18H-12,2,1,3,,Vill
DAD18H-13,3,2,5,,Vill
DAD18H-14,3,2,5,,Vill
DAD18H-15,,2,,,Utsatt
DAD18H-16,2,2,4,,Vill
DAD18H-17,2,2,4,,Vill
DAD18H-18,,2,,,Vill
DAD18H-19,2,2,4,,Vill
DAD18H-20,3,3,6,,Vill
DAD18H-21,2,2,4,,Vill
DAD18H-22,,3,,,Vill
DAD18H-23,,1,,,Vill
DAD18H-24,3,3,6,,Vill
DAD18H-25,2,2,4,,Vill
DAD18H-26,3,1,4,,Vill
DAD18H-27,3,2,5,,Vill
DAD18H-28,,0,,,Mangler Skjell
DAD18H-29,2,1,3,,Vill
DAD18H-30,3,3,6,,Vill
DAD18H-31,3,1,4,,Vill
DAD18H-32,3,1,4,,Vill
DAD18H-33,3,1,4,,Vill
DAD18H-34,3,2,5,,Vill
DAD18H-35,3,2,5,,Vill
DAD18H-36,3,3,6,3-2-g+,Vill
DAD18H-37,3,1,4,,Vill
DAD18H-38,,2,,,Vill
DAD18H-39,3,2,5,,Vill
DAD18H-40,3,2,5,,Vill
DAD18H-41,3,2,5,,Vill
DAD18H-42,3,2,5,,Vill
DAD18H-43,3,1,4,,Vill
DAD18H-44,3,2,5,,Vill
DAD18H-45,2,1,3,,Vill
DAD18H-46,3,2,5,,Vill
DAD18H-47,2,2,4,,Vill
DAD18H-48,3,1,4,,Vill
DAD18H-49,3,1,4,,Vill
DAD18H-50,3,1,4,,Vill
DAD18H-51,3,1,4,,Vill
DAD18H-52,,1,,,Vill
DAD18H-53,2,1,3,,Vill
DAD18H-54,,0,,,Vill
DAD18H-55,3,1,4,,Vill
DAD18H-56,,2,,,Vill
DAD18H-57,,3,,,Vill
DAD18H-58,2,1,3,,Vill
DAD18H-59,,2,,,Vill
DAD18H-60,,0,,,Vill
DAD18H-61,3,2,5,,Vill
DAD18H-62,2,1,3,,Vill
DAD18H-63,2,2,4,,Vill
DAD18H-64,3,1,4,,Vill
DAD18H-65,,1,,,Vill
DAD18H-66,3,2,5,,Vill
DAD18H-67,2,1,3,,Vill
DAD18H-68,2,1,3,,Vill
DAD18H-69,3,2,5,,Vill
DAD18H-70,,0,,,Oppdrett
DAD18H-71,3,1,4,,Vill
DAD18H-72,2,1,3,,Vill
DAD18H-73,3,1,4,,Vill
DAD18H-74,3,1,4,,Vill
DAD18H-75,2,1,3,,Vill
DAD18H-76,3,1,4,,Vill
DAD18H-77,3,2,5,,Vill
DAD18H-78,,0,,,Vill
DAD18H-79,3,3,6,,Vill
DAD18H-80,3,2,5,,Vill
DAD18H-81,2,1,3,,Vill
DAD18H-82,,2,,,Vill
DAD18H-83,2,1,3,,Vill
DAD18H-84,3,2,5,,Vill
DAD18H-85,3,1,4,,Vill
DAD18H-86,3,1,4,,Vill
DAD18H-87,2,2,4,,Vill
DAD18H-88,3,2,5,,Vill
DAD18H-89,2,1,3,,Vill
DAD18H-90,,1,,,Vill
DAD18H-91,,0,,,Vill
DAD18H-92,3,1,4,,Vill
DAD18H-93,3,2,5,,Vill
DAD18H-94,3,2,5,,Vill
DAD18H-95,2,2,4,,Vill
DAD18H-96,,0,,,Oppdrett
DAD18H-97,,0,,,Oppdrett
DAD18H-98,4,3,7,,Vill
DAD18H-99,3,1,4,,Vill
DAD18H-100,3,2,5,,Vill
DAD18H-101,3,1,4,,Vill
DAD18H-102,,0,,,Vill
DAD18H-103,,2,,,Vill
DAD18H-104,2,2,4,,Vill
DAD18H-105,,2,,,Vill
DAD18H-106,,2,,,Vill
DAD18H-107,3,1,4,,Vill
DAD18H-108,,0,,,Sjøaure
DAD18H-109,3,5,8,,Sjøaure
FRA18H-1,,3,,?-2-g+,Vill
FRA18H-2,2,3,5,,Vill
FRA18H-3,3,1,4,,Vill
FRA18H-4,3,3,6,,Vill
FRA18H-5,,4,,,Vill
FRA18H-6,,1,,,Vill
FRA18H-7,2,2,4,,Vill
FRA18H-8,3,3,6,,Vill
FRA18H-9,3,1,4,,Vill
FRA18H-10,3,2,5,,Vill
FRA18H-11,,3,,,Vill
FRA18H-12,3,1,4,,Vill
FRA18H-13,3,3,6,,Vill
FRA18H-14,3,1,4,,Vill
FRA18H-15,,2,,,Vill
FRA18H-16,3,3,6,,Vill
FRA18H-17,,3,,,Vill
FRA18H-18,3,1,4,,Vill
FRA18H-19,3,3,6,,Vill
FRA18H-20,2,1,3,,Vill
FRA18H-21,,1,,,Vill
FRA18H-22,,1,,,Oppdrett
FRA18H-23,3,1,4,,Vill
FRA18H-24,3,2,5,,Vill
FRA18H-25,,3,,,Vill
FRA18H-26,,1,,,Vill
FRA18H-27,,0,,,Vill
FRA18H-28,,3,,?-2-g+,Vill
FRA18H-29,3,3,6,,Vill
FRA18H-30,3,3,6,,Vill
FRA18H-31,4,2,6,,Vill
FRA18H-32,3,4,7,,Vill
FRA18H-33,2,2,4,,Vill
HAA18H-1,,1,,,Vill
HAA18H-2,,2,,,Vill
HAA18H-3,2,1,3,,Vill
HAA18H-4,,2,,,Vill
HAA18H-5,,0,,,Vill
HAA18H-6,3,1,4,,Vill
HAA18H-7,,1,,,Vill
HAA18H-8,2,2,4,,Vill
HAA18H-9,,1,,,Vill
HAA18H-10,3,2,5,,Vill
HAA18H-11,,2,,,Vill
HAA18H-12,2,2,4,,Vill
HAA18H-13,3,1,4,,Vill
HAA18H-14,,1,,,Vill
HAA18H-15,,1,,,Vill
HAA18H-16,3,2,5,,Vill
HAA18H-17,,2,,,Vill
HAA18H-18,,2,,,Vill
HAA18H-19,,1,,,Vill
HAA18H-20,,1,,,Vill
HAA18H-21,2,1,3,,Vill
HAA18H-22,2,0,2,,Vill
HAA18H-23,2,1,3,,Vill
HAA18H-24,2,1,3,,Vill
HAA18H-25,,2,,,Vill
HAA18H-26,,0,,,Vill
HAA18H-27,2,2,4,,Vill
HAA18H-28,,0,,,Mangler skjell
LAG18H-1,4,1,5,,Vill
LAG18H-2,4,2,6,,Vill
LAG18H-3,4,2,6,,Vill
LAG18H-4,4,1,5,,Vill
LAG18H-5,3,1,4,,Vill
LAG18H-6,4,1,5,,Vill
LAG18H-7,4,1,5,,Vill
LAG18H-8,4,3,7,,Vill
LAG18H-9,4,2,6,,Vill
LAG18H-10,,2,,,Vill
LAG18H-11,,2,,,Vill
LAG18H-12,4,3,7,,Vill
LAG18H-13,4,2,6,,Vill
LAG18H-14,,1,,,Vill
LAG18H-15,3,2,5,,Vill
LAG18H-16,5,2,7,,Vill
LAG18H-17,,2,,,Vill
LAG18H-18,3,1,4,,Vill
LAG18H-19,,2,,,Vill
LAG18H-20,,1,,,Vill
LAG18H-21,4,3,7,,Vill
LAG18H-22,3,3,6,,Vill
LAG18H-23,3,2,5,,Vill
LAG18H-24,3,2,5,,Vill
LAG18H-25,4,1,5,,Vill
LAG18H-26,4,2,6,,Vill
LAG18H-27,3,1,4,,Vill
LAG18H-28,4,1,5,,Vill
LAG18H-29,,1,,,Vill
LAG18H-30,,2,,,Vill
LAG18H-31,3,3,6,,Vill
LAG18H-32,3,2,5,,Vill
LAG18H-33,3,2,5,,Vill
LAG18H-34,4,3,7,,Vill
LAG18H-35,3,1,4,,Vill
LAG18H-36,4,0,4,,Vill
LAG18H-37,,2,,,Vill
LAG18H-38,4,1,5,,Vill
LAG18H-39,4,1,5,,Vill
LAG18H-40,3,1,4,,Vill
LAG18H-41,5,1,6,,Vill
LAG18H-42,,0,,,Vill
LAG18H-43,,0,,,Ikke lesbar
LAG18H-44,5,1,6,,Vill
LAG18H-45,4,1,5,,Vill
LAG18H-46,,1,,,Vill
LAG18H-47,4,3,7,,Vill
LAG18H-48,,0,,,Ikke lesbart
LAG18H-49,,3,,,Vill
LAG18H-50,3,1,4,,Vill
LAG18H-51,5,1,6,,Vill
LAG18H-52,4,1,5,,Vill
LAP18H-1,4,4,8,,Vill
LAP18H-2,3,1,4,,Vill
LAP18H-3,,3,,,Vill
LAP18H-4,,0,,,Mangler skjell
LAP18H-5,,4,,,Vill
LAP18H-6,4,2,6,,Vill
LAP18H-7,3,3,6,,Vill
LAP18H-8,4,1,5,,Vill
LAP18H-9,3,2,5,,Vill
LAP18H-10,3,3,6,,Vill
LAP18H-11,5,3,8,,Vill
LAP18H-12,3,2,5,,Vill
LAP18H-13,3,1,4,,Vill
LAP18H-14,3,3,6,,Vill
LAP18H-15,3,3,6,,Vill
LAP18H-16,3,1,4,,Vill
LAP18H-17,,3,,,Vill
LAP18H-18,5,2,7,,Vill
LAP18H-19,,4,,,Vill
LAP18H-20,4,4,8,,Vill
LAP18H-21,3,1,4,,Vill
LAP18H-22,4,2,6,,Vill
LAP18H-23,3,3,6,,Vill
LAP18H-24,4,1,5,,Vill
LAP18H-25,,1,,,Vill
LAP18H-26,4,2,6,,Vill
LAP18H-27,4,1,5,,Vill
LAP18H-28,4,3,7,,Vill
LAP18H-29,3,4,7,,Vill
LAP18H-30,,3,,,Vill
LAP18H-31,4,3,7,,Vill
LAP18H-32,3,1,4,,Vill
LAP18H-33,,4,,,Sjøørret
MAN18H-1,3,1,4,,Vill
MAN18H-2,3,1,4,,Vill
MAN18H-3,3,2,5,,Vill
MAN18H-4,,1,,,Vill
MAN18H-5,3,1,4,,Vill
MAN18H-6,3,1,4,,Vill
MAN18H-7,,3,,?-2-g+,Vill
MAN18H-8,,2,,,Vill
MAN18H-9,3,1,4,,Vill
MAN18H-10,,1,,,Vill
MAN18H-11,3,1,4,,Vill
MAN18H-12,,1,,,Vill
MAN18H-13,3,1,4,,Vill
MAN18H-14,3,1,4,,Vill
MAN18H-15,3,2,5,,Vill
MAN18H-16,,1,,,Vill
MAN18H-17,2,1,3,,Vill
MAN18H-18,3,1,4,,Vill
MAN18H-19,,3,,,Vill
MAN18H-20,3,2,5,,Vill
MAN18H-21,,1,,,Vill
MAN18H-22,,0,,,Vill
MAN18H-23,2,2,4,,Vill
MAN18H-24,3,4,7,3-2-g-1+,Vill
MAN18H-25,,1,,,Vill
MAN18H-26,2,1,3,,Vill
MAN18H-27,3,2,5,,Vill
MAN18H-28,,1,,,Vill
MAN18H-29,2,2,4,,Vill
MAN18H-30,3,2,5,,Vill
MAN18H-31,3,2,5,,Vill
MAN18H-32,,1,,,Vill
MAN18H-33,3,2,5,,Vill
MAN18H-34,3,2,5,,Vill
MAN18H-35,,0,,,Ikke lesbar
MAN18H-36,4,2,6,,Vill
MAN18H-37,,1,,,Vill
MAN18H-38,3,3,6,,Vill
MAN18H-39,,1,,,Vill
MAN18H-40,3,1,4,,Vill
MAN18H-41,3,2,5,,Vill
MAN18H-42,,0,,,Mangler skjell
MAN18H-43,,0,,,Mangler skjell
MAN18H-44,4,1,5,,Vill
MAN18H-45,2,2,4,,Vill
MAN18H-46,2,3,5,2-2-g+,Vill
MAN18H-47,,2,,,Vill
MAN18H-48,,0,,,Vill
MAN18H-49,,1,,,Vill
MAN18H-50,,1,,,Vill
MAN18H-51,,1,,,Vill
MAN18H-52,3,2,5,,Vill
MAN18H-53,,1,,,Vill
MAN18H-54,,0,,,Vill
MAN18H-55,3,2,5,,Vill
MAN18H-56,,2,,,Vill
MAN18H-57,3,1,4,,Vill
MAN18H-58,3,1,4,,Vill
MAN18H-59,2,2,4,,Vill
MAN18H-60,,2,,,Vill
MAN18H-61,2,2,4,,Vill
MAN18H-62,2,2,4,,Vill
MAN18H-63,3,2,5,,Vill
MAN18H-64,3,2,5,,Vill
MAN18H-65,,2,,,Vill
MAN18H-66,,2,,,Vill
MAN18H-67,,1,,,Vill
MAN18H-68,3,2,5,,Vill
MAN18H-69,2,1,3,,Vill
MAN18H-70,2,2,4,,Vill
MAN18H-71,2,0,2,,Vill
MAN18H-72,3,2,5,,Vill
MAN18H-73,,0,,,Vill
MAN18H-74,3,2,5,,Vill
MAN18H-75,3,3,6,,Vill
MAN18H-76,2,2,4,,Vill
MAN18H-77,3,2,5,,Vill
MAN18H-78,3,1,4,,Vill
MAN18H-79,,1,,,Vill
MAN18H-80,,0,,,Mangler skjell
MAN18H-81,3,1,4,,Vill
MAN18H-82,3,1,4,,Vill
MAN18H-83,3,1,4,,Vill
MAN18H-84,4,1,5,,Vill
MAN18H-85,,0,,,Mangler skjell
MAN18H-86,,0,,,Vill
MAN18H-87,2,2,4,,Vill
MAN18H-88,3,1,4,,Vill
MAN18H-89,,1,,,Vill
MAN18H-90,,1,,,Vill
MAN18H-91,,0,,,Mangler skjell
MAN18H-92,,3,,?-2-g+,Vill
MAN18H-93,3,2,5,,Vill
MAN18H-94,3,2,5,,Vill
MAN18H-95,3,2,5,,Vill
MAN18H-96,3,2,5,,Vill
MAN18H-97,3,1,4,,Vill
MAN18H-98,,0,,,Vill
MAN18H-99,4,2,6,,Vill
MAN18H-100,,0,,,Vill
MAN18H-101,4,2,6,,Vill
MAN18H-102,4,1,5,,Vill
MAN18H-103,3,2,5,,Vill
MAN18H-104,3,2,5,,Vill
MAN18H-105,2,1,3,,Vill
MAN18H-106,3,1,4,,Vill
MAN18H-107,3,2,5,,Vill
MAN18H-108,,0,,,Vill
MAN18H-109,3,3,6,3-1-g-1+,Vill
MAN18H-110,2,2,4,,Vill
MAN18H-111,3,2,5,,Vill
MAN18H-112,3,1,4,,Vill
MAN18H-113,,0,,,Mangler skjell
MAN18H-114,,1,,,Vill
MAN18H-115,3,1,4,,Vill
MAN18H-116,,1,,,Vill
MAN18H-117,3,2,5,,Vill
MAN18H-118,2,4,6,,Vill
MAN18H-119,,1,,,Vill
MAN18H-120,2,3,5,2-2-g+,Vill
MAN18H-121,3,2,5,,Vill
MAN18H-122,2,2,4,,Vill
MAN18H-123,3,2,5,,Vill
MAN18H-124,,0,,,Mangler skjell
MAN18H-125,3,1,4,,Vill
MAN18H-126,3,4,7,3-2-g-1+,Vill
MAN18H-127,2,1,3,,Vill
NIA18H-1,2,2,4,,Vill
NIA18H-2,2,1,3,,Vill
NIA18H-3,3,2,5,,Vill
NIA18H-4,2,2,4,,Vill
NIA18H-5,,1,,,Vill
NIA18H-6,,,,,Mangler Skjell
NIA18H-7,,0,,,Ikke lesbart
NIA18H-8,3,1,4,,Vill
NIA18H-9,,1,,,Vill
NIA18H-10,3,2,5,,Vill
NIA18H-11,3,2,5,,Vill
NIA18H-12,2,1,3,,Vill
NIA18H-13,2,2,4,,Mangler skjell
NIA18H-14,3,2,5,,Vill
NIA18H-15,2,2,4,,Vill
NIA18H-16,3,2,5,,Vill
NIA18H-17,3,1,4,,Vill
NIA18H-18,2,4,6,2-1-g-2+,Vill
NIA18H-19,,0,,,Vill
NIA18H-20,2,2,4,,Vill
NIA18H-21,2,2,4,,Vill
NIA18H-22,3,1,4,,Vill
NIA18H-23,2,2,4,,Vill
NIA18H-24,,3,,?- 2-g+,Vill
NIA18H-25,,2,,,Vill
NIA18H-26,2,2,4,,Vill
NIA18H-27,2,2,4,,Vill
